name,bs_timestamp,rs_timestamp,seq_number,stored,accelx,accely,accelz,breathing_signal,breathing_rate,activity
RESpeckT5,20140625155717.093,780463255,12,0,0.945801,0.211426,0.138916,0.000000,nan,0.000000
RESpeckT5,20140625155717.093,780463255,13,0,0.949463,0.212891,0.131104,0.000000,nan,0.000000
RESpeckT5,20140625155717.099,780463255,14,0,0.949707,0.209229,0.134033,0.000000,nan,0.000000
RESpeckT5,20140625155717.099,780463255,15,0,0.950928,0.208252,0.128662,0.000000,nan,0.000000
RESpeckT5,20140625155717.099,780463255,16,0,0.946777,0.207520,0.124023,0.000000,nan,0.000000
RESpeckT5,20140625155717.104,780463255,17,0,0.954834,0.211426,0.110840,0.000000,nan,0.000000
RESpeckT5,20140625155717.104,780463255,18,0,0.950928,0.213623,0.096924,0.000000,nan,0.000000
RESpeckT5,20140625155717.104,780463255,19,0,0.943848,0.227783,0.093994,0.000000,nan,0.000000
RESpeckT5,20140625155717.112,780463255,20,0,0.953857,0.222656,0.072998,0.000000,nan,0.000000
RESpeckT5,20140625155717.112,780463255,21,0,0.953369,0.229248,0.079590,0.000000,nan,0.000000
RESpeckT5,20140625155717.112,780463255,22,0,0.957031,0.222656,0.072754,0.000000,nan,0.000000
RESpeckT5,20140625155717.117,780463255,23,0,0.951904,0.226074,0.069580,0.000000,nan,0.139139
RESpeckT5,20140625155717.117,780463255,24,0,0.958984,0.227295,0.064941,0.000000,nan,0.171038
RESpeckT5,20140625155717.117,780463255,25,0,0.949463,0.228516,0.055664,0.000000,nan,0.171038
RESpeckT5,20140625155717.122,780463255,26,0,0.958008,0.218262,0.062012,0.000000,nan,0.171038
RESpeckT5,20140625155717.122,780463255,27,0,0.949707,0.234863,0.055664,0.000000,nan,0.171038
RESpeckT5,20140625155717.122,780463255,28,0,0.958008,0.224609,0.049561,0.000000,nan,0.171038
RESpeckT5,20140625155717.128,780463255,29,0,0.950684,0.231934,0.049316,0.000000,nan,0.171038
RESpeckT5,20140625155717.128,780463255,30,0,0.951172,0.231445,0.052490,0.000000,nan,0.171038
RESpeckT5,20140625155717.128,780463255,31,0,0.955566,0.232910,0.055420,0.000000,nan,0.171038
RESpeckT5,20140625155719.563,780463674,0,0,0.949951,0.230225,0.050049,0.000000,nan,0.171038
RESpeckT5,20140625155719.563,780463674,1,0,0.955078,0.234131,0.060059,0.000000,nan,0.171038
RESpeckT5,20140625155719.590,780463674,2,0,0.955811,0.227295,0.065430,0.000000,nan,0.171038
RESpeckT5,20140625155719.590,780463674,3,0,0.951172,0.233398,0.068604,0.000000,nan,0.171038
RESpeckT5,20140625155719.590,780463674,4,0,0.954102,0.232178,0.070801,0.000000,nan,0.171038
RESpeckT5,20140625155719.602,780463674,5,0,0.950684,0.237793,0.079590,0.000000,nan,0.171038
RESpeckT5,20140625155719.602,780463674,6,0,0.947754,0.225830,0.081543,0.000000,nan,0.171038
RESpeckT5,20140625155719.602,780463674,7,0,0.950684,0.239258,0.088379,0.000000,nan,0.171038
RESpeckT5,20140625155719.608,780463674,8,0,0.946045,0.229980,0.092529,0.000000,nan,0.171038
RESpeckT5,20140625155719.608,780463674,9,0,0.950684,0.236084,0.096680,0.000000,nan,0.171038
RESpeckT5,20140625155719.608,780463674,10,0,0.950928,0.225098,0.110840,0.000000,nan,0.171038
RESpeckT5,20140625155719.616,780463674,11,0,0.951172,0.218750,0.109131,0.000000,nan,0.171038
RESpeckT5,20140625155719.616,780463674,12,0,0.946777,0.216797,0.116943,0.000000,nan,0.171038
RESpeckT5,20140625155719.616,780463674,13,0,0.946289,0.222656,0.122314,0.000000,nan,0.171038
RESpeckT5,20140625155719.623,780463674,14,0,0.948975,0.225586,0.121338,0.000000,nan,0.171038
RESpeckT5,20140625155719.623,780463674,15,0,0.948486,0.214355,0.115479,0.000000,nan,0.171038
RESpeckT5,20140625155719.623,780463674,16,0,0.946533,0.230225,0.129395,0.000000,nan,0.171038
RESpeckT5,20140625155719.630,780463674,17,0,0.944336,0.228516,0.126953,0.000000,nan,0.171038
RESpeckT5,20140625155719.630,780463674,18,0,0.947998,0.220947,0.127441,0.000000,nan,0.171038
RESpeckT5,20140625155719.630,780463674,19,0,0.942383,0.220947,0.130615,0.000000,nan,0.171038
RESpeckT5,20140625155719.639,780463674,20,0,0.948242,0.220215,0.123047,0.000000,nan,0.171038
RESpeckT5,20140625155719.639,780463674,21,0,0.953857,0.232422,0.104004,0.000000,nan,0.171038
RESpeckT5,20140625155719.639,780463674,22,0,0.952393,0.223877,0.089600,0.000000,nan,0.171038
RESpeckT5,20140625155719.647,780463674,23,0,0.956787,0.221436,0.087402,0.000000,nan,0.171038
RESpeckT5,20140625155719.647,780463674,24,0,0.952393,0.226807,0.082275,0.000000,nan,0.172564
RESpeckT5,20140625155719.647,780463674,25,0,0.953125,0.221436,0.077637,0.000000,nan,0.172564
RESpeckT5,20140625155719.654,780463674,26,0,0.954102,0.221924,0.067871,0.000000,nan,0.172564
RESpeckT5,20140625155719.654,780463674,27,0,0.951660,0.218506,0.067383,0.000000,nan,0.172564
RESpeckT5,20140625155719.654,780463674,28,0,0.956787,0.220459,0.068115,0.000000,nan,0.172564
RESpeckT5,20140625155719.661,780463674,29,0,0.948975,0.219482,0.063477,0.000000,nan,0.172564
RESpeckT5,20140625155719.661,780463674,30,0,0.960449,0.213623,0.060303,0.000000,nan,0.172564
RESpeckT5,20140625155719.661,780463674,31,0,0.958496,0.209961,0.060791,0.000000,nan,0.172564
RESpeckT5,20140625155722.053,780464150,0,0,0.950439,0.205078,0.048828,0.000000,nan,0.172564
RESpeckT5,20140625155722.053,780464150,1,0,0.959961,0.209229,0.055908,0.000000,nan,0.172564
RESpeckT5,20140625155722.081,780464150,2,0,0.951660,0.207520,0.049561,0.000000,nan,0.172564
RESpeckT5,20140625155722.081,780464150,3,0,0.956299,0.210938,0.056641,0.000000,nan,0.172564
RESpeckT5,20140625155722.081,780464150,4,0,0.957275,0.212646,0.053711,0.000000,nan,0.172564
RESpeckT5,20140625155722.095,780464150,5,0,0.957520,0.209717,0.056641,0.000000,nan,0.172564
RESpeckT5,20140625155722.095,780464150,6,0,0.959473,0.212646,0.056396,0.000000,nan,0.172564
RESpeckT5,20140625155722.095,780464150,7,0,0.957520,0.211914,0.065186,0.000000,nan,0.172564
RESpeckT5,20140625155722.103,780464150,8,0,0.956055,0.214111,0.062744,0.000000,nan,0.172564
RESpeckT5,20140625155722.103,780464150,9,0,0.954346,0.212891,0.068115,0.000000,nan,0.172564
RESpeckT5,20140625155722.103,780464150,10,0,0.958984,0.214111,0.074219,0.000000,nan,0.172564
RESpeckT5,20140625155722.111,780464150,11,0,0.953613,0.213867,0.072998,0.000000,nan,0.172564
RESpeckT5,20140625155722.111,780464150,12,0,0.956543,0.213867,0.077881,0.000000,nan,0.172564
RESpeckT5,20140625155722.111,780464150,13,0,0.955322,0.219482,0.083984,0.000000,nan,0.172564
RESpeckT5,20140625155722.121,780464150,14,0,0.953369,0.209473,0.084717,0.000000,nan,0.172564
RESpeckT5,20140625155722.121,780464150,15,0,0.950684,0.216064,0.087891,0.000000,nan,0.172564
RESpeckT5,20140625155722.121,780464150,16,0,0.958008,0.210938,0.094238,0.000000,nan,0.172564
RESpeckT5,20140625155722.129,780464150,17,0,0.950195,0.208984,0.095459,0.000000,nan,0.172564
RESpeckT5,20140625155722.129,780464150,18,0,0.951904,0.209717,0.107178,0.000000,nan,0.172564
RESpeckT5,20140625155722.129,780464150,19,0,0.951416,0.213379,0.100342,0.000000,nan,0.172564
RESpeckT5,20140625155722.141,780464150,20,0,0.954346,0.212402,0.111816,0.000000,nan,0.172564
RESpeckT5,20140625155722.141,780464150,21,0,0.949951,0.211670,0.108643,0.000000,nan,0.172564
RESpeckT5,20140625155722.141,780464150,22,0,0.954590,0.207031,0.114258,0.000000,nan,0.172564
RESpeckT5,20140625155722.151,780464150,23,0,0.952881,0.208252,0.114502,0.000000,nan,0.172564
RESpeckT5,20140625155722.151,780464150,24,0,0.952148,0.209717,0.109131,0.000000,nan,0.112305
RESpeckT5,20140625155722.151,780464150,25,0,0.948730,0.213623,0.108398,0.000000,nan,0.112305
RESpeckT5,20140625155722.159,780464150,26,0,0.953613,0.207520,0.103271,0.000000,nan,0.112305
RESpeckT5,20140625155722.159,780464150,27,0,0.956055,0.212402,0.103516,0.000000,nan,0.112305
RESpeckT5,20140625155722.159,780464150,28,0,0.953369,0.212646,0.091309,0.000000,nan,0.112305
RESpeckT5,20140625155722.168,780464150,29,0,0.950195,0.208496,0.093018,0.000000,nan,0.112305
RESpeckT5,20140625155722.168,780464150,30,0,0.952881,0.210938,0.077393,0.000000,nan,0.112305
RESpeckT5,20140625155722.168,780464150,31,0,0.956787,0.220215,0.086914,0.000000,nan,0.112305
RESpeckT5,20140625155724.572,780464630,0,0,0.953125,0.213135,0.081055,0.000000,nan,0.112305
RESpeckT5,20140625155724.572,780464630,1,0,0.959229,0.213135,0.084961,0.000000,nan,0.112305
RESpeckT5,20140625155724.586,780464630,2,0,0.954346,0.222900,0.083496,0.000000,nan,0.112305
RESpeckT5,20140625155724.586,780464630,3,0,0.957275,0.210449,0.087891,0.000000,nan,0.112305
RESpeckT5,20140625155724.586,780464630,4,0,0.931641,0.203369,0.090576,0.000000,nan,0.112305
RESpeckT5,20140625155724.604,780464630,5,0,0.948975,0.259277,0.136719,0.000000,nan,0.112305
RESpeckT5,20140625155724.604,780464630,6,0,0.966797,0.175781,0.125244,0.000000,nan,0.112305
RESpeckT5,20140625155724.604,780464630,7,0,0.944336,0.206787,0.100098,0.000000,nan,0.112305
RESpeckT5,20140625155724.619,780464630,8,0,0.958984,0.218506,0.124512,0.000000,nan,0.112305
RESpeckT5,20140625155724.619,780464630,9,0,0.945312,0.208252,0.129883,0.000000,nan,0.112305
RESpeckT5,20140625155724.619,780464630,10,0,0.944824,0.219971,0.131836,0.000000,nan,0.112305
RESpeckT5,20140625155724.630,780464630,11,0,0.946777,0.220459,0.122559,0.000000,nan,0.112305
RESpeckT5,20140625155724.630,780464630,12,0,0.947266,0.222412,0.137207,0.000000,nan,0.112305
RESpeckT5,20140625155724.630,780464630,13,0,0.949463,0.215820,0.140869,0.000000,nan,0.112305
RESpeckT5,20140625155724.640,780464630,14,0,0.945801,0.220215,0.136719,0.000000,nan,0.112305
RESpeckT5,20140625155724.640,780464630,15,0,0.946289,0.220459,0.140381,0.000000,nan,0.112305
RESpeckT5,20140625155724.640,780464630,16,0,0.943115,0.219971,0.134766,0.000000,nan,0.112305
RESpeckT5,20140625155724.649,780464630,17,0,0.949707,0.215088,0.141113,0.000000,nan,0.112305
RESpeckT5,20140625155724.649,780464630,18,0,0.945801,0.218506,0.135010,0.000000,nan,0.112305
RESpeckT5,20140625155724.649,780464630,19,0,0.947754,0.213379,0.136230,0.000000,nan,0.112305
RESpeckT5,20140625155724.659,780464630,20,0,0.946533,0.221436,0.124512,0.000000,nan,0.112305
RESpeckT5,20140625155724.659,780464630,21,0,0.950928,0.219971,0.127197,0.000000,nan,0.112305
RESpeckT5,20140625155724.659,780464630,22,0,0.947998,0.225586,0.107422,0.000000,nan,0.112305
RESpeckT5,20140625155724.673,780464630,23,0,0.953369,0.228760,0.088867,0.000000,nan,0.112305
RESpeckT5,20140625155724.673,780464630,24,0,0.949219,0.226318,0.087646,0.000000,nan,0.099351
RESpeckT5,20140625155724.673,780464630,25,0,0.955322,0.228271,0.069336,0.000000,nan,0.099351
RESpeckT5,20140625155724.684,780464630,26,0,0.951416,0.226318,0.068359,0.000000,nan,0.099351
RESpeckT5,20140625155724.684,780464630,27,0,0.954346,0.224121,0.065674,0.000000,nan,0.099351
RESpeckT5,20140625155724.684,780464630,28,0,0.954102,0.226562,0.055420,0.000000,nan,0.099351
RESpeckT5,20140625155724.695,780464630,29,0,0.952881,0.226562,0.063965,0.000000,nan,0.099351
RESpeckT5,20140625155724.695,780464630,30,0,0.953369,0.227295,0.062988,0.000000,nan,0.099351
RESpeckT5,20140625155724.695,780464630,31,0,0.949951,0.228760,0.049072,0.000000,nan,0.099351
RESpeckT5,20140625155727.059,780465117,0,0,0.955078,0.232910,0.064697,0.000000,nan,0.099351
RESpeckT5,20140625155727.059,780465117,1,0,0.953125,0.231934,0.055908,0.000000,nan,0.099351
RESpeckT5,20140625155727.077,780465117,2,0,0.952148,0.226074,0.062256,0.000000,nan,0.099351
RESpeckT5,20140625155727.077,780465117,3,0,0.953125,0.225342,0.061035,0.000000,nan,0.099351
RESpeckT5,20140625155727.077,780465117,4,0,0.952637,0.227783,0.060059,0.000000,nan,0.099351
RESpeckT5,20140625155727.088,780465117,5,0,0.952393,0.230469,0.062012,0.000000,nan,0.099351
RESpeckT5,20140625155727.088,780465117,6,0,0.951416,0.232666,0.065186,0.000000,nan,0.099351
RESpeckT5,20140625155727.088,780465117,7,0,0.952881,0.230225,0.061279,0.000000,nan,0.099351
RESpeckT5,20140625155727.102,780465117,8,0,0.953369,0.232178,0.064941,0.000000,nan,0.099351
RESpeckT5,20140625155727.102,780465117,9,0,0.951660,0.231201,0.061035,0.000000,nan,0.099351
RESpeckT5,20140625155727.102,780465117,10,0,0.952148,0.228027,0.063477,0.000000,nan,0.099351
RESpeckT5,20140625155727.113,780465117,11,0,0.954590,0.226562,0.063232,0.000000,nan,0.099351
RESpeckT5,20140625155727.113,780465117,12,0,0.953369,0.223145,0.072510,0.000000,nan,0.099351
RESpeckT5,20140625155727.113,780465117,13,0,0.952393,0.217529,0.070557,0.000000,nan,0.099351
RESpeckT5,20140625155727.124,780465117,14,0,0.956787,0.227783,0.077148,0.000000,nan,0.099351
RESpeckT5,20140625155727.124,780465117,15,0,0.949219,0.219482,0.075928,0.000000,nan,0.099351
RESpeckT5,20140625155727.124,780465117,16,0,0.954590,0.225586,0.083496,0.000000,nan,0.099351
RESpeckT5,20140625155727.140,780465117,17,0,0.947510,0.214111,0.088867,0.000000,nan,0.099351
RESpeckT5,20140625155727.140,780465117,18,0,0.951660,0.213867,0.096191,0.000000,nan,0.099351
RESpeckT5,20140625155727.140,780465117,19,0,0.945312,0.202393,0.112305,0.000000,nan,0.099351
RESpeckT5,20140625155727.154,780465117,20,0,0.958984,0.253418,0.118164,0.000000,nan,0.099351
RESpeckT5,20140625155727.154,780465117,21,0,0.958984,0.229736,0.088867,0.000000,nan,0.099351
RESpeckT5,20140625155727.154,780465117,22,0,0.942627,0.211670,0.078857,0.000000,nan,0.099351
RESpeckT5,20140625155727.166,780465117,23,0,0.955566,0.263672,0.112305,0.000000,nan,0.099351
RESpeckT5,20140625155727.166,780465117,24,0,0.935547,0.231445,0.074219,nan,nan,1.075150
RESpeckT5,20140625155727.166,780465117,25,0,0.950439,0.260498,0.085693,nan,nan,1.075150
RESpeckT5,20140625155727.177,780465117,26,0,0.957520,0.230225,0.063721,nan,nan,1.075150
RESpeckT5,20140625155727.177,780465117,27,0,0.945557,0.180664,0.072021,nan,nan,1.075150
RESpeckT5,20140625155727.177,780465117,28,0,0.961426,0.220703,0.104492,nan,nan,1.075150
RESpeckT5,20140625155727.189,780465117,29,0,0.962646,0.246582,0.046387,nan,nan,1.075150
RESpeckT5,20140625155727.189,780465117,30,0,0.947754,0.238037,0.017578,nan,nan,1.075150
RESpeckT5,20140625155727.189,780465117,31,0,0.951416,0.246094,-0.008545,nan,nan,1.075150
RESpeckT5,20140625155729.583,780465536,0,0,0.989014,0.196289,0.025146,nan,nan,1.075150
RESpeckT5,20140625155729.583,780465536,1,0,0.955811,0.184326,0.010254,nan,nan,1.075150
RESpeckT5,20140625155729.599,780465536,2,0,0.958984,0.161621,0.003174,nan,nan,1.075150
RESpeckT5,20140625155729.599,780465536,3,0,0.961426,0.137695,0.013184,nan,nan,1.075150
RESpeckT5,20140625155729.599,780465536,4,0,0.959961,0.138428,0.029541,nan,nan,1.075150
RESpeckT5,20140625155729.619,780465536,5,0,0.961426,0.144043,0.036377,nan,nan,1.075150
RESpeckT5,20140625155729.619,780465536,6,0,0.958496,0.130859,0.025635,nan,nan,1.075150
RESpeckT5,20140625155729.619,780465536,7,0,0.978271,0.144531,0.038574,nan,nan,1.075150
RESpeckT5,20140625155729.639,780465536,8,0,0.960205,0.163574,0.043701,nan,nan,1.075150
RESpeckT5,20140625155729.639,780465536,9,0,0.966553,0.171387,0.053711,nan,nan,1.075150
RESpeckT5,20140625155729.639,780465536,10,0,0.978760,0.167725,0.062744,nan,nan,1.075150
RESpeckT5,20140625155729.653,780465536,11,0,0.955566,0.171631,0.054688,nan,nan,1.075150
RESpeckT5,20140625155729.653,780465536,12,0,0.969971,0.183594,0.072754,nan,nan,1.075150
RESpeckT5,20140625155729.653,780465536,13,0,0.968506,0.191162,0.101562,nan,nan,1.075150
RESpeckT5,20140625155729.666,780465536,14,0,0.953125,0.162354,0.091309,nan,nan,1.075150
RESpeckT5,20140625155729.666,780465536,15,0,0.961670,0.167725,0.101807,nan,nan,1.075150
RESpeckT5,20140625155729.666,780465536,16,0,0.972168,0.186768,0.093018,nan,nan,1.075150
RESpeckT5,20140625155729.679,780465536,17,0,0.961914,0.161621,0.091553,nan,nan,1.075150
RESpeckT5,20140625155729.679,780465536,18,0,0.960693,0.164062,0.089355,nan,nan,1.075150
RESpeckT5,20140625155729.679,780465536,19,0,0.956787,0.151367,0.091309,nan,nan,1.075150
RESpeckT5,20140625155729.692,780465536,20,0,0.952148,0.148926,0.085449,nan,nan,1.075150
RESpeckT5,20140625155729.692,780465536,21,0,0.968018,0.163818,0.120117,nan,nan,1.075150
RESpeckT5,20140625155729.692,780465536,22,0,0.957275,0.164551,0.122070,nan,nan,1.075150
RESpeckT5,20140625155729.710,780465536,23,0,0.965088,0.146729,0.127930,nan,nan,1.075150
RESpeckT5,20140625155729.710,780465536,24,0,0.956299,0.151367,0.129883,nan,nan,0.202563
RESpeckT5,20140625155729.710,780465536,25,0,0.956055,0.128662,0.120605,nan,nan,0.202563
RESpeckT5,20140625155729.724,780465536,26,0,0.955566,0.126221,0.124023,nan,nan,0.202563
RESpeckT5,20140625155729.724,780465536,27,0,0.963135,0.130371,0.137695,nan,nan,0.202563
RESpeckT5,20140625155729.724,780465536,28,0,0.967285,0.142578,0.142822,nan,nan,0.202563
RESpeckT5,20140625155729.738,780465536,29,0,0.955566,0.131592,0.145264,nan,nan,0.202563
RESpeckT5,20140625155729.738,780465536,30,0,0.959961,0.114502,0.167969,nan,nan,0.202563
RESpeckT5,20140625155729.738,780465536,31,0,0.946777,0.133301,0.161621,nan,nan,0.202563
RESpeckT5,20140625155732.103,780465956,0,0,0.962891,0.136230,0.171387,nan,nan,0.202563
RESpeckT5,20140625155732.103,780465956,1,0,0.959717,0.126221,0.141357,nan,nan,0.202563
RESpeckT5,20140625155732.131,780465956,2,0,0.957031,0.139648,0.131104,nan,nan,0.202563
RESpeckT5,20140625155732.131,780465956,3,0,0.966064,0.134277,0.123535,nan,nan,0.202563
RESpeckT5,20140625155732.131,780465956,4,0,0.952881,0.140381,0.102295,nan,nan,0.202563
RESpeckT5,20140625155732.153,780465956,5,0,0.966064,0.142090,0.092773,nan,nan,0.202563
RESpeckT5,20140625155732.153,780465956,6,0,0.963623,0.142578,0.079590,nan,nan,0.202563
RESpeckT5,20140625155732.153,780465956,7,0,0.968750,0.147949,0.074951,nan,nan,0.202563
RESpeckT5,20140625155732.169,780465956,8,0,0.962891,0.153320,0.066650,nan,nan,0.202563
RESpeckT5,20140625155732.169,780465956,9,0,0.967773,0.147217,0.067139,nan,nan,0.202563
RESpeckT5,20140625155732.169,780465956,10,0,0.962402,0.145264,0.060547,nan,nan,0.202563
RESpeckT5,20140625155732.183,780465956,11,0,0.962158,0.155273,0.053955,nan,nan,0.202563
RESpeckT5,20140625155732.183,780465956,12,0,0.968750,0.157715,0.060547,nan,nan,0.202563
RESpeckT5,20140625155732.183,780465956,13,0,0.956543,0.152588,0.051758,-0.586807,nan,0.202563
RESpeckT5,20140625155732.198,780465956,14,0,0.973389,0.164551,0.054932,-0.723014,nan,0.202563
RESpeckT5,20140625155732.198,780465956,15,0,0.966064,0.158936,0.057129,-0.830377,nan,0.202563
RESpeckT5,20140625155732.198,780465956,16,0,0.964600,0.153320,0.052490,-0.856838,nan,0.202563
RESpeckT5,20140625155732.215,780465956,17,0,0.966064,0.153320,0.055908,-0.863447,nan,0.202563
RESpeckT5,20140625155732.215,780465956,18,0,0.966309,0.152100,0.052246,-0.846103,nan,0.202563
RESpeckT5,20140625155732.215,780465956,19,0,0.963623,0.150146,0.056641,-0.802615,nan,0.202563
RESpeckT5,20140625155732.235,780465956,20,0,0.965088,0.150635,0.060303,-0.738130,nan,0.202563
RESpeckT5,20140625155732.235,780465956,21,0,0.963867,0.153809,0.070557,-0.663046,nan,0.202563
RESpeckT5,20140625155732.235,780465956,22,0,0.963623,0.148438,0.074219,-0.548953,nan,0.202563
RESpeckT5,20140625155732.254,780465956,23,0,0.965332,0.153320,0.074463,-0.428863,nan,0.202563
RESpeckT5,20140625155732.254,780465956,24,0,0.968262,0.150391,0.075439,-0.310144,nan,0.085135
RESpeckT5,20140625155732.254,780465956,25,0,0.961914,0.149902,0.079346,-0.199328,nan,0.085135
RESpeckT5,20140625155732.269,780465956,26,0,0.968262,0.146240,0.083984,-0.094549,nan,0.085135
RESpeckT5,20140625155732.269,780465956,27,0,0.963867,0.149170,0.092529,0.004300,nan,0.085135
RESpeckT5,20140625155732.269,780465956,28,0,0.959961,0.142334,0.092773,0.090373,nan,0.085135
RESpeckT5,20140625155732.284,780465956,29,0,0.961914,0.150635,0.095703,0.161611,nan,0.085135
RESpeckT5,20140625155732.284,780465956,30,0,0.962402,0.157715,0.110840,0.238225,nan,0.085135
RESpeckT5,20140625155732.284,780465956,31,0,0.962158,0.153809,0.114014,0.304198,nan,0.085135
RESpeckT5,20140625155734.623,780466431,0,0,0.958496,0.150635,0.121826,0.363209,nan,0.085135
RESpeckT5,20140625155734.623,780466431,1,0,0.962158,0.147705,0.122070,0.408636,nan,0.085135
RESpeckT5,20140625155734.650,780466431,2,0,0.956787,0.150146,0.124512,0.441028,nan,0.085135
RESpeckT5,20140625155734.650,780466431,3,0,0.957764,0.148926,0.130371,0.472822,nan,0.085135
RESpeckT5,20140625155734.650,780466431,4,0,0.958496,0.161865,0.130859,0.503215,nan,0.085135
RESpeckT5,20140625155734.677,780466431,5,0,0.962158,0.152588,0.129395,0.521061,nan,0.085135
RESpeckT5,20140625155734.677,780466431,6,0,0.957764,0.146484,0.131836,0.532748,nan,0.085135
RESpeckT5,20140625155734.677,780466431,7,0,0.959717,0.149658,0.125488,0.527745,nan,0.085135
RESpeckT5,20140625155734.695,780466431,8,0,0.960449,0.151855,0.135498,0.523648,nan,0.085135
RESpeckT5,20140625155734.695,780466431,9,0,0.961914,0.150391,0.123047,0.511757,nan,0.085135
RESpeckT5,20140625155734.695,780466431,10,0,0.958252,0.153809,0.117676,0.469159,nan,0.085135
RESpeckT5,20140625155734.711,780466431,11,0,0.954834,0.154297,0.106201,0.413408,nan,0.085135
RESpeckT5,20140625155734.711,780466431,12,0,0.967041,0.159424,0.096191,0.333872,nan,0.085135
RESpeckT5,20140625155734.711,780466431,13,0,0.963379,0.156738,0.084961,0.252021,nan,0.085135
RESpeckT5,20140625155734.727,780466431,14,0,0.958984,0.150391,0.079346,0.168848,nan,0.085135
RESpeckT5,20140625155734.727,780466431,15,0,0.959961,0.155518,0.073242,0.066636,nan,0.085135
RESpeckT5,20140625155734.727,780466431,16,0,0.961914,0.162109,0.070312,-0.031861,nan,0.085135
RESpeckT5,20140625155734.744,780466431,17,0,0.977295,0.160889,0.063477,-0.135333,nan,0.085135
RESpeckT5,20140625155734.744,780466431,18,0,0.969482,0.147461,0.068848,-0.233313,nan,0.085135
RESpeckT5,20140625155734.744,780466431,19,0,0.971191,0.142334,0.065430,-0.312940,nan,0.085135
RESpeckT5,20140625155734.768,780466431,20,0,0.977539,0.157715,0.075928,-0.401651,nan,0.085135
RESpeckT5,20140625155734.768,780466431,21,0,0.944336,0.139404,0.041992,-0.492906,nan,0.085135
RESpeckT5,20140625155734.768,780466431,22,0,0.965332,0.135986,0.050537,-0.554525,nan,0.085135
RESpeckT5,20140625155734.785,780466431,23,0,0.967529,0.131104,0.049316,-0.592172,nan,0.085135
RESpeckT5,20140625155734.785,780466431,24,0,0.967529,0.132568,0.048340,-0.601838,nan,0.050886
RESpeckT5,20140625155734.785,780466431,25,0,0.977051,0.130859,0.062012,-0.580639,nan,0.050886
RESpeckT5,20140625155734.802,780466431,26,0,0.961914,0.149170,0.056396,-0.561137,nan,0.050886
RESpeckT5,20140625155734.802,780466431,27,0,0.964844,0.157471,0.049561,-0.530811,nan,0.050886
RESpeckT5,20140625155734.802,780466431,28,0,0.975586,0.151855,0.058838,-0.485509,nan,0.050886
RESpeckT5,20140625155734.819,780466431,29,0,0.961914,0.151611,0.048340,-0.435678,nan,0.050886
RESpeckT5,20140625155734.819,780466431,30,0,0.963379,0.150391,0.054932,-0.392891,nan,0.050886
RESpeckT5,20140625155734.819,780466431,31,0,0.972412,0.146240,0.051025,-0.355841,nan,0.050886
RESpeckT5,20140625155737.117,780466872,0,0,0.968750,0.147217,0.068115,-0.305719,nan,0.050886
RESpeckT5,20140625155737.117,780466872,1,0,0.964111,0.143066,0.068115,-0.216382,nan,0.050886
RESpeckT5,20140625155737.361,780466872,2,0,0.971436,0.139404,0.072510,-0.143621,nan,0.050886
