name,bs_timestamp,rs_timestamp,seq_number,stored,accelx,accely,accelz,breathing_signal,breathing_rate,activity
RESpeckT5,20140625153534.184,780244674,19,0,0.972412,0.012207,0.083496,0.000000,nan,0.049795
RESpeckT5,20140625153534.193,780244674,20,0,0.974854,0.015869,0.085205,0.000000,nan,0.049795
RESpeckT5,20140625153534.193,780244674,21,0,0.967529,0.011475,0.085693,0.000000,nan,0.049795
RESpeckT5,20140625153534.193,780244674,22,0,0.974854,0.016113,0.089600,0.000000,nan,0.049795
RESpeckT5,20140625153534.201,780244674,23,0,0.974121,0.014893,0.088135,0.000000,nan,0.049795
RESpeckT5,20140625153534.201,780244674,24,0,0.973389,0.015381,0.085449,0.000000,nan,0.049795
RESpeckT5,20140625153534.201,780244674,25,0,0.969482,0.012939,0.085449,0.000000,nan,0.049795
RESpeckT5,20140625153534.209,780244674,26,0,0.972412,0.015381,0.088623,0.000000,nan,0.049795
RESpeckT5,20140625153534.209,780244674,27,0,0.970703,0.013672,0.090088,0.000000,nan,0.049795
RESpeckT5,20140625153534.209,780244674,28,0,0.970703,0.013916,0.091064,0.000000,nan,0.049795
RESpeckT5,20140625153534.219,780244674,29,0,0.970947,0.017334,0.093018,0.000000,nan,0.049795
RESpeckT5,20140625153534.219,780244674,30,0,0.973145,0.015625,0.092041,0.000000,nan,0.049795
RESpeckT5,20140625153534.219,780244674,31,0,0.974365,0.013184,0.092041,0.000000,nan,0.049795
RESpeckT5,20140625153536.616,780245092,0,0,0.974854,0.016357,0.092529,0.000000,nan,0.049795
RESpeckT5,20140625153536.616,780245092,1,0,0.973145,0.018066,0.091553,0.000000,nan,0.052134
RESpeckT5,20140625153536.643,780245092,2,0,0.977783,0.019531,0.094971,0.000000,nan,0.052134
RESpeckT5,20140625153536.643,780245092,3,0,0.970703,0.017090,0.097412,0.000000,nan,0.052134
