-629,-194,896,10,44,26,212,-140,-433,913,330,-107,14,1,9,-639,-105,241,-555,866,84,1,-17,-18,147,-448,12
-627,-193,900,8,43,24,212,-141,-434,919,338,-108,33,4,4,-640,-107,243,-550,872,97,-4,0,-20,151,-446,14
-632,-191,892,7,37,22,211,-143,-434,925,340,-107,51,10,3,-642,-106,240,-557,873,92,-13,38,-10,150,-448,13
-634,-188,900,3,36,21,210,-145,-432,924,339,-107,55,16,5,-640,-107,238,-556,866,89,-30,67,4,153,-450,13
-638,-192,901,-1,30,23,209,-145,-429,917,340,-109,58,15,4,-638,-108,237,-555,869,95,-30,67,5,148,-447,17
-630,-192,889,5,11,16,213,-143,-433,917,344,-111,60,20,5,-640,-102,240,-547,867,97,-32,55,-3,148,-449,14
-627,-194,892,6,-3,-1,213,-143,-434,911,345,-109,70,20,6,-640,-104,241,-546,861,103,-35,48,-7,151,-447,13
-624,-188,891,9,11,3,214,-143,-428,909,346,-106,73,22,12,-640,-101,239,-543,862,99,-35,37,-8,154,-446,13
-632,-186,893,4,23,4,212,-143,-431,916,344,-105,64,18,17,-640,-105,237,-547,868,101,-1,-10,-18,153,-444,18
-633,-183,897,-1,31,9,211,-146,-431,922,343,-107,50,12,16,-640,-102,240,-547,872,97,19,-20,-8,152,-445,15
-635,-184,894,-4,38,11,213,-146,-432,915,336,-107,42,6,9,-637,-104,238,-548,878,78,-13,32,19,151,-446,14
-635,-189,891,-10,35,10,210,-146,-433,918,340,-109,38,-2,2,-639,-102,242,-553,872,71,-13,22,15,149,-446,14
-637,-190,889,-10,31,11,211,-144,-432,919,344,-115,38,-4,-2,-637,-104,238,-555,871,83,-14,35,19,149,-449,13
-635,-191,894,-12,30,13,213,-147,-432,916,349,-108,43,3,-4,-639,-105,238,-555,865,91,-10,52,25,148,-448,15
-629,-192,898,-11,29,11,212,-146,-431,915,351,-106,44,7,-9,-640,-106,237,-551,864,90,-13,62,20,149,-447,17
-629,-186,895,-4,25,3,212,-142,-433,914,352,-110,39,10,-2,-636,-105,237,-549,860,90,-10,53,8,149,-448,15
-629,-183,892,-1,24,3,209,-144,-432,916,348,-111,30,8,-5,-639,-106,239,-547,863,98,-3,40,6,149,-450,18
-627,-185,893,1,27,1,212,-145,-428,913,345,-105,11,5,-3,-639,-104,239,-548,867,98,6,25,-1,152,-444,17
-628,-187,892,2,25,-4,211,-146,-430,913,343,-103,12,7,-5,-637,-107,238,-543,873,94,14,14,-5,151,-446,19
-630,-187,896,3,22,-12,213,-144,-430,918,345,-110,15,9,-6,-638,-106,237,-540,873,102,6,13,-8,148,-445,17
-631,-183,899,4,19,-15,211,-142,-431,921,342,-106,14,4,-7,-637,-104,238,-547,871,95,6,9,-4,152,-447,18
-637,-187,897,1,15,-24,211,-145,-430,920,345,-104,17,2,-3,-638,-108,241,-553,868,105,2,23,5,150,-448,20
-636,-190,898,-2,15,-28,213,-142,-433,922,348,-111,20,-3,1,-640,-105,239,-548,870,93,6,18,7,148,-446,19
-631,-191,901,-1,9,-39,212,-143,-432,921,351,-100,19,-12,2,-636,-107,239,-552,875,82,10,-7,0,146,-449,15
-626,-192,897,-6,10,-45,210,-141,-432,919,349,-102,9,-5,7,-639,-105,237,-559,871,73,23,-14,2,149,-449,17
-623,-194,894,-12,10,-56,211,-143,-429,917,354,-103,0,-2,16,-639,-106,238,-562,863,78,22,-16,3,146,-445,18
-617,-191,891,-11,12,-56,213,-142,-432,913,353,-100,-12,1,18,-639,-108,240,-561,854,65,41,-26,-10,150,-448,20
-617,-196,899,-10,12,-51,212,-139,-430,909,347,-105,-25,3,13,-637,-108,238,-560,864,70,44,-11,-17,150,-448,22
-631,-199,908,-7,13,-47,212,-138,-431,913,347,-104,-34,11,8,-640,-108,236,-558,879,93,36,18,-29,152,-449,20
-623,-198,918,0,-10,-51,210,-140,-431,925,345,-104,-37,12,-2,-640,-109,238,-561,880,93,65,-3,-25,146,-449,22
-615,-198,907,-4,-51,-73,208,-136,-433,934,337,-103,-21,20,-10,-640,-112,236,-556,865,85,44,1,-12,148,-448,22
-611,-203,894,-25,-28,-79,209,-134,-434,916,339,-99,-1,18,-16,-636,-111,237,-552,853,83,36,15,-6,150,-451,20
-603,-201,891,-33,2,-61,208,-135,-433,906,335,-105,4,21,-26,-638,-114,238,-547,844,87,23,42,1,147,-453,25
-603,-202,892,-32,17,-39,212,-131,-433,899,337,-105,4,27,-25,-638,-115,234,-540,853,89,26,50,-7,146,-451,24
-616,-207,892,-27,45,-20,212,-131,-434,893,337,-112,4,30,-30,-639,-119,235,-536,862,97,29,51,-18,152,-453,28
-622,-208,891,-29,76,0,212,-130,-432,897,333,-109,14,33,-41,-639,-118,240,-533,874,108,17,65,-19,152,-450,28
-623,-205,888,-26,78,-3,214,-134,-433,905,335,-105,27,35,-44,-640,-119,234,-530,877,121,-2,101,4,146,-452,29
-627,-213,893,-16,73,-3,212,-131,-430,911,344,-104,52,31,-35,-640,-118,234,-530,869,123,-21,106,22,151,-452,32
-629,-210,888,-9,60,9,215,-135,-431,909,344,-104,67,17,-24,-640,-118,234,-541,862,122,-20,67,30,151,-452,27
-633,-207,885,0,50,16,215,-131,-430,910,353,-106,48,-5,-13,-638,-116,237,-550,861,115,-16,38,51,150,-451,28
-636,-205,892,13,37,20,211,-135,-429,914,342,-107,30,-25,-1,-637,-118,236,-553,865,107,-19,8,46,151,-451,27
-633,-207,886,11,28,25,217,-134,-433,914,337,-107,15,-31,13,-637,-120,235,-555,864,103,-15,-14,31,146,-450,29
-634,-201,891,15,16,19,213,-133,-430,916,341,-104,19,-30,23,-638,-116,235,-567,859,96,-39,-1,35,145,-450,26
-637,-203,890,20,11,15,213,-134,-430,923,353,-95,38,-29,44,-637,-117,239,-564,859,89,-46,-8,33,149,-452,24
-625,-195,895,21,11,8,211,-136,-429,922,359,-100,45,-25,63,-637,-113,241,-569,853,74,-38,-39,9,149,-451,23
-628,-200,892,28,8,2,212,-137,-432,916,358,-104,34,-19,66,-637,-115,238,-571,859,59,-39,-66,-14,145,-450,18
-629,-196,893,20,9,10,212,-135,-434,911,357,-106,12,-15,71,-637,-113,241,-561,867,53,-27,-79,-35,149,-450,20
-625,-192,894,24,9,-5,213,-134,-429,914,348,-112,2,-3,83,-637,-108,240,-556,881,50,-19,-47,-55,150,-450,20
-623,-190,904,29,10,-3,210,-137,-433,917,339,-104,6,17,66,-639,-107,242,-549,885,57,-23,-3,-52,150,-450,18
-618,-197,901,23,12,11,210,-138,-432,921,345,-106,24,30,45,-638,-107,241,-548,876,78,-36,37,-38,149,-446,17
-624,-197,896,18,15,16,213,-136,-432,917,341,-106,34,36,29,-637,-108,236,-545,874,88,-23,61,-19,151,-447,20
-629,-185,899,21,10,24,213,-138,-429,915,342,-103,39,35,13,-640,-109,237,-553,869,95,-19,77,-5,148,-445,18
-619,-185,907,24,2,22,213,-138,-433,917,348,-107,44,25,-1,-637,-109,234,-551,870,92,-22,82,-1,149,-447,19
-620,-198,900,1,17,6,213,-137,-432,923,346,-104,46,28,-6,-642,-108,240,-534,874,91,3,40,-11,149,-448,22
-619,-189,901,-8,24,9,211,-138,-433,914,336,-102,28,23,-18,-637,-111,239,-538,869,96,26,23,-9,150,-448,21
-622,-191,898,-5,29,6,211,-140,-431,918,334,-111,17,18,-22,-640,-110,235,-549,859,100,-9,75,24,150,-449,25
-624,-192,902,-6,31,6,211,-141,-431,915,338,-104,32,11,-17,-640,-107,237,-540,863,99,-14,75,23,151,-445,24
-632,-198,896,-10,32,5,211,-138,-432,910,343,-103,45,8,-14,-640,-110,235,-542,869,106,2,42,13,149,-449,21
-631,-197,894,-8,36,2,210,-142,-433,910,340,-106,34,3,-15,-641,-111,234,-553,866,100,-4,37,17,148,-446,23
-623,-198,895,-10,42,-5,211,-142,-432,912,345,-104,30,-6,-11,-638,-111,236,-549,870,97,-16,38,24,148,-450,20
-633,-201,893,-9,41,-7,212,-137,-430,917,347,-103,35,-5,-3,-640,-115,237,-547,865,91,-6,18,14,150,-448,20
-631,-196,891,-7,39,-5,210,-140,-429,913,350,-106,33,-13,-1,-639,-110,238,-556,863,88,-8,19,15,151,-450,23
-630,-195,890,-2,35,-6,211,-140,-431,914,347,-97,33,-16,4,-641,-109,236,-554,860,86,-17,26,18,150,-450,22
-628,-192,896,-1,31,-5,214,-141,-431,914,351,-103,34,-11,6,-639,-108,237,-555,866,88,-3,21,8,146,-450,22
-625,-194,892,-1,29,-12,213,-137,-430,917,352,-100,27,-8,3,-637,-113,235,-550,865,76,-5,26,5,147,-452,22
-626,-203,898,0,29,-7,213,-139,-433,912,349,-96,28,-2,6,-637,-109,237,-539,868,76,-5,18,-5,148,-451,19
-627,-199,892,1,37,6,213,-138,-431,910,351,-107,28,0,3,-639,-108,237,-552,869,95,4,21,0,148,-449,27
-642,-194,891,9,39,-1,216,-140,-431,911,350,-111,24,0,-4,-636,-108,237,-555,870,97,-19,90,27,147,-453,24
-639,-193,890,16,28,7,211,-142,-432,918,350,-110,29,1,-4,-637,-110,239,-536,879,105,-27,73,19,150,-450,21
-635,-189,887,9,23,0,212,-140,-431,914,352,-107,34,6,1,-635,-108,237,-539,875,93,0,15,-8,147,-449,22
-632,-194,885,8,19,-12,212,-141,-430,922,349,-104,22,1,0,-639,-110,237,-556,860,80,-7,14,4,146,-451,21
-628,-191,890,10,15,-15,209,-139,-431,912,348,-116,12,-4,0,-639,-111,238,-552,865,84,0,2,-2,149,-449,23
-629,-193,894,12,17,-12,213,-139,-431,908,346,-115,7,2,12,-636,-108,238,-537,872,79,15,-12,-19,150,-450,23
-629,-192,898,11,22,-8,209,-140,-431,909,341,-109,5,8,13,-637,-111,235,-543,875,93,-1,1,-22,147,-450,24
-628,-192,899,12,24,-10,212,-143,-430,912,343,-106,11,7,3,-636,-109,237,-546,873,96,-7,22,-3,151,-447,19
-627,-190,899,11,24,-6,213,-140,-431,916,349,-103,25,2,7,-638,-114,236,-543,878,94,-7,15,5,149,-447,20
-629,-193,899,6,29,-3,214,-143,-433,914,345,-105,25,2,10,-638,-111,238,-544,880,77,6,-6,3,150,-446,21
-625,-190,896,3,26,-5,211,-142,-429,920,344,-105,16,-5,9,-638,-109,237,-552,866,79,-11,25,22,150,-449,25
-628,-190,893,4,23,-6,214,-142,-431,915,345,-103,19,-10,6,-639,-107,237,-555,860,78,-30,59,34,151,-449,20
-630,-190,898,0,24,-4,211,-140,-431,914,352,-112,28,-5,9,-638,-107,238,-553,866,83,-10,39,18,149,-448,22
-630,-188,899,3,27,3,213,-142,-432,915,351,-106,32,-2,6,-638,-111,236,-550,863,85,4,13,-3,149,-449,22
-628,-189,900,3,29,0,213,-140,-432,911,348,-104,20,1,-4,-639,-108,237,-547,867,85,1,14,-10,151,-451,21
-632,-190,900,0,31,-2,213,-145,-430,913,345,-102,15,4,-3,-641,-107,236,-548,874,91,7,14,-12,150,-448,22
-627,-194,905,0,33,-5,211,-141,-432,917,341,-106,17,5,-4,-639,-107,235,-542,874,91,5,23,-5,149,-450,20
-620,-195,896,0,32,-9,211,-142,-433,920,344,-111,27,4,-3,-639,-110,237,-545,871,95,-8,29,3,146,-447,22
-618,-181,894,-2,32,-7,212,-142,-430,916,344,-105,28,3,-4,-638,-112,236,-552,870,90,-7,30,7,147,-448,22
-623,-180,906,1,27,-1,212,-141,-430,916,341,-108,32,3,0,-638,-113,237,-545,874,80,-9,21,8,147,-450,22
-621,-179,900,-12,28,2,212,-142,-429,922,336,-115,28,-4,6,-638,-108,236,-546,880,83,7,6,-4,149,-447,23
-628,-182,890,-14,29,-1,211,-142,-433,924,335,-105,21,-5,-2,-639,-108,239,-547,877,88,1,35,8,148,-448,22
-638,-204,882,-9,25,-2,210,-142,-432,921,339,-101,24,-1,-10,-639,-110,234,-548,861,98,-4,48,25,146,-450,23
-641,-210,884,-9,22,-9,209,-141,-433,920,348,-109,32,5,-16,-636,-110,236,-557,844,118,-4,64,38,148,-448,25
-640,-199,895,11,15,-9,208,-142,-431,915,355,-108,34,10,-14,-638,-108,236,-560,839,123,-22,62,28,149,-449,25
-626,-180,906,22,16,-7,211,-142,-431,919,360,-113,25,4,-4,-639,-110,236,-559,860,87,-20,2,-18,150,-451,21
-621,-177,907,16,19,-12,210,-140,-431,918,352,-112,24,12,17,-641,-111,237,-535,895,53,-13,-69,-78,151,-448,20
