name,timestamp,accelX0,accelX1,accelY0,accelY1,accelZ0,accelZ1,breathing,activity,breathingRate
RESpeckPlum,20131129120016.139,0,236,2,56,64,208,nan,0.496988,nan
RESpeckPlum,20131129120016.164,0,232,2,48,64,228,nan,0.496988,nan
RESpeckPlum,20131129120016.253,0,248,2,44,64,216,nan,0.496988,nan
RESpeckPlum,20131129120016.313,0,220,2,56,64,220,nan,0.496988,nan
RESpeckPlum,20131129120016.403,0,228,2,60,64,204,nan,0.496988,nan
RESpeckPlum,20131129120016.463,0,220,2,84,64,216,nan,0.496988,nan
RESpeckPlum,20131129120016.553,0,236,2,44,64,200,nan,0.496988,nan
RESpeckPlum,20131129120016.613,0,248,2,64,64,204,nan,0.496988,nan
RESpeckPlum,20131129120016.703,0,224,2,60,64,216,nan,0.496988,nan
RESpeckPlum,20131129120016.853,0,224,2,60,64,204,nan,0.496988,nan
RESpeckPlum,20131129120016.962,0,232,2,44,64,224,nan,0.496988,nan
RESpeckPlum,20131129120017.004,0,236,2,68,64,188,nan,0.496988,nan
RESpeckPlum,20131129120017.092,0,220,2,72,64,212,nan,0.496988,nan
RESpeckPlum,20131129120017.153,0,220,2,88,64,212,nan,0.496988,nan
RESpeckPlum,20131129120017.243,0,244,2,72,64,188,nan,0.496988,nan
RESpeckPlum,20131129120017.303,0,216,2,68,64,224,nan,0.350137,nan
RESpeckPlum,20131129120017.394,0,252,2,68,64,184,5.320125,0.298860,nan
RESpeckPlum,20131129120017.453,0,224,2,64,64,244,5.276034,0.298860,nan
RESpeckPlum,20131129120017.544,0,192,2,16,64,228,5.384278,0.285521,nan
RESpeckPlum,20131129120017.603,0,252,2,64,64,216,5.397693,0.285521,nan
RESpeckPlum,20131129120017.693,1,32,2,100,64,212,5.306886,0.285521,nan
RESpeckPlum,20131129120017.753,0,220,2,80,64,168,3.711176,0.285521,nan
RESpeckPlum,20131129120017.843,0,188,2,24,64,220,3.562461,0.285521,nan
RESpeckPlum,20131129120017.993,0,232,2,88,64,220,3.464146,0.285521,nan
RESpeckPlum,20131129120018.083,0,228,2,88,64,220,1.464624,0.285521,nan
RESpeckPlum,20131129120018.143,0,212,2,64,64,180,0.846812,0.255410,nan
RESpeckPlum,20131129120018.233,0,232,2,60,64,192,-1.253028,0.255410,nan
RESpeckPlum,20131129120018.293,1,4,2,92,64,212,-5.005562,0.255410,nan
RESpeckPlum,20131129120018.383,0,252,2,12,64,224,-5.015311,0.255410,nan
RESpeckPlum,20131129120018.443,0,204,2,76,64,228,-5.008318,0.255410,nan
RESpeckPlum,20131129120018.533,0,220,2,68,64,164,-5.120466,0.255410,nan
RESpeckPlum,20131129120018.593,0,232,2,72,64,228,-5.134842,0.255410,nan
RESpeckPlum,20131129120018.684,0,240,2,88,64,212,-5.064652,0.024898,nan
RESpeckPlum,20131129120018.743,0,220,2,72,64,224,-4.297758,0.024898,nan
RESpeckPlum,20131129120018.834,0,212,2,92,64,172,-4.282516,0.068707,nan
