name,timestamp,accelX0,accelX1,accelY0,accelY1,accelZ0,accelZ1,breathing,activity,breathingRate
RESpeckPlum,20131129135530.244,254,204,7,108,64,108,0.038657,0.074693,nan
RESpeckPlum,20131129135530.329,254,232,7,120,64,128,0.038657,0.074693,nan
RESpeckPlum,20131129135530.479,254,236,7,96,64,112,0.038657,0.074693,nan
RESpeckPlum,20131129135530.570,254,232,7,96,64,124,0.038657,0.074693,nan
RESpeckPlum,20131129135530.629,254,244,7,92,64,112,0.038657,0.074693,nan
RESpeckPlum,20131129135530.719,254,212,7,116,64,108,0.038657,0.074693,nan
RESpeckPlum,20131129135530.779,254,232,7,68,64,120,0.038657,0.074693,nan
RESpeckPlum,20131129135530.870,254,228,7,84,64,112,0.038657,0.074693,nan
RESpeckPlum,20131129135530.929,254,240,7,116,64,112,0.038657,0.074693,nan
RESpeckPlum,20131129135531.021,254,220,7,124,64,100,0.038657,0.074693,nan
RESpeckPlum,20131129135531.089,254,236,7,112,64,104,0.038657,0.074693,nan
RESpeckPlum,20131129135531.169,254,212,7,84,64,124,0.038657,0.074693,nan
RESpeckPlum,20131129135531.229,254,224,7,88,64,140,0.038657,0.074693,nan
RESpeckPlum,20131129135531.320,254,220,7,112,64,100,0.038657,0.074693,nan
RESpeckPlum,20131129135531.379,254,216,7,84,64,132,0.038657,0.074693,nan
RESpeckPlum,20131129135531.470,254,248,7,108,64,108,0.038657,0.074693,nan
RESpeckPlum,20131129135531.619,254,224,7,132,64,112,0.038657,0.074693,nan
RESpeckPlum,20131129135531.709,254,228,7,92,64,120,0.038657,0.050034,nan
RESpeckPlum,20131129135531.769,254,204,7,100,64,128,0.038657,0.050034,nan
RESpeckPlum,20131129135531.859,254,232,7,100,64,124,0.038657,0.050034,nan
RESpeckPlum,20131129135531.919,254,220,7,112,64,128,0.038657,0.050034,nan
RESpeckPlum,20131129135532.009,254,212,8,4,64,140,0.038657,0.050034,nan
RESpeckPlum,20131129135532.070,254,232,6,176,64,152,0.038657,0.050034,nan
RESpeckPlum,20131129135532.159,254,216,7,116,64,112,0.038657,0.050034,nan
