name,timestamp,accelX0,accelX1,accelY0,accelY1,accelZ0,accelZ1,breathing,activity,breathingRate
RESpeckPlum,20131129152901.591,254,132,7,120,64,96,0.000000,0.000000,nan
RESpeckPlum,20131129152901.646,254,148,7,96,64,108,0.000000,0.000000,nan
RESpeckPlum,20131129152901.706,254,116,7,140,64,112,0.000000,0.000000,nan
RESpeckPlum,20131129152901.796,254,96,7,132,64,92,0.000000,0.000000,nan
RESpeckPlum,20131129152901.856,254,120,7,120,64,108,0.000000,0.000000,nan
RESpeckPlum,20131129152901.946,254,132,7,132,64,128,0.000000,0.000000,nan
RESpeckPlum,20131129152902.006,254,148,7,152,64,112,0.000000,0.000000,nan
RESpeckPlum,20131129152902.097,254,120,7,132,64,140,0.000000,0.000000,nan
RESpeckPlum,20131129152902.156,254,120,7,140,64,100,0.000000,0.000000,nan
RESpeckPlum,20131129152902.246,254,124,7,124,64,144,0.000000,0.000000,nan
RESpeckPlum,20131129152902.306,254,120,7,128,64,112,0.000000,0.000000,nan
RESpeckPlum,20131129152902.411,254,136,7,160,64,76,0.000000,0.000000,nan
RESpeckPlum,20131129152902.546,254,120,7,144,64,76,0.000000,0.000000,nan
RESpeckPlum,20131129152902.637,254,120,7,104,64,124,0.000000,0.000000,nan
RESpeckPlum,20131129152902.696,254,100,7,140,64,104,0.000000,0.000000,nan
RESpeckPlum,20131129152902.786,254,112,7,140,64,88,0.000000,0.000000,nan
RESpeckPlum,20131129152902.846,254,112,7,128,64,92,0.000000,0.000000,nan
RESpeckPlum,20131129152902.937,254,128,7,104,64,112,0.000000,0.000000,nan
RESpeckPlum,20131129152902.996,254,136,7,124,64,108,0.000000,0.000000,nan
RESpeckPlum,20131129152903.087,254,92,7,176,64,124,0.000000,0.000000,nan
RESpeckPlum,20131129152903.146,254,136,7,116,64,104,0.000000,0.000000,nan
RESpeckPlum,20131129152903.237,254,92,7,156,64,96,0.000000,0.000000,nan
RESpeckPlum,20131129152903.296,254,124,7,136,64,100,0.000000,0.000000,nan
RESpeckPlum,20131129152903.386,254,112,7,140,64,112,0.000000,0.000000,nan
RESpeckPlum,20131129152903.447,254,88,7,96,64,88,0.000000,0.000000,nan
RESpeckPlum,20131129152903.536,254,132,7,172,64,144,0.000000,0.000000,nan
RESpeckPlum,20131129152903.686,254,132,7,184,64,116,0.000000,0.000000,nan
RESpeckPlum,20131129152903.776,254,228,7,176,64,76,0.000000,0.000000,nan
RESpeckPlum,20131129152903.837,254,212,7,156,64,48,0.000000,0.000000,nan
RESpeckPlum,20131129152903.927,254,216,7,144,64,136,0.000000,0.000000,nan
RESpeckPlum,20131129152903.986,255,12,7,172,64,112,0.000000,0.000000,nan
RESpeckPlum,20131129152904.076,255,140,7,152,64,128,0.000000,0.000000,nan
RESpeckPlum,20131129152904.136,255,20,7,188,64,84,0.000000,0.038136,nan
RESpeckPlum,20131129152904.227,255,72,7,192,64,92,0.000000,0.064409,nan
RESpeckPlum,20131129152904.286,255,144,7,200,64,136,0.000000,0.064409,nan
RESpeckPlum,20131129152904.376,255,224,7,212,64,112,0.000000,0.064409,nan
RESpeckPlum,20131129152904.437,255,216,7,204,64,120,0.000000,0.064409,nan
RESpeckPlum,20131129152904.526,0,208,7,244,64,76,0.000000,0.064409,nan
RESpeckPlum,20131129152904.587,0,180,8,32,64,152,0.000000,0.064409,nan
RESpeckPlum,20131129152904.677,1,56,8,0,64,124,0.000000,0.064409,nan
RESpeckPlum,20131129152904.766,2,36,8,56,64,4,0.000000,0.064409,nan
RESpeckPlum,20131129152904.826,3,104,8,24,63,176,0.000000,0.064409,nan
RESpeckPlum,20131129152904.916,0,196,8,224,63,112,0.000000,0.064409,nan
RESpeckPlum,20131129152904.977,2,144,7,244,65,164,0.000000,0.064409,nan
RESpeckPlum,20131129152905.067,2,152,8,136,63,84,0.000000,0.064409,nan
RESpeckPlum,20131129152905.126,2,156,8,144,64,72,0.000000,0.064409,nan
RESpeckPlum,20131129152905.217,1,44,8,76,64,164,0.000000,0.064409,nan
RESpeckPlum,20131129152905.277,2,36,8,152,64,52,0.000000,0.064409,nan
RESpeckPlum,20131129152905.367,1,80,8,204,64,92,0.000000,0.064409,nan
RESpeckPlum,20131129152905.427,2,112,8,192,64,0,0.000000,0.064409,nan
RESpeckPlum,20131129152905.516,1,252,8,144,64,148,0.000000,0.064409,nan
RESpeckPlum,20131129152905.576,0,156,9,16,63,204,0.000000,0.064409,nan
RESpeckPlum,20131129152905.667,1,136,8,152,64,36,0.000000,0.064409,nan
