name,timestamp,accelX0,accelX1,accelY0,accelY1,accelZ0,accelZ1,breathing,activity,breathingRate
RESpeckPlum,20131129115736.230,0,240,2,88,64,224,0.000000,0.000000,nan
RESpeckPlum,20131129115736.254,0,236,2,92,64,212,0.000000,0.000000,nan
RESpeckPlum,20131129115736.315,0,236,2,92,64,196,0.000000,0.000000,nan
RESpeckPlum,20131129115736.404,0,228,2,88,64,204,0.000000,0.000000,nan
RESpeckPlum,20131129115736.464,0,244,2,84,64,200,0.000000,0.000000,nan
RESpeckPlum,20131129115736.554,0,248,2,72,64,228,0.000000,0.000000,nan
RESpeckPlum,20131129115736.614,0,244,2,92,64,216,0.000000,0.000000,nan
RESpeckPlum,20131129115736.705,0,232,2,92,64,212,0.000000,0.000000,nan
RESpeckPlum,20131129115736.765,0,232,2,100,64,224,0.000000,0.000000,nan
RESpeckPlum,20131129115736.855,0,236,2,92,64,164,0.000000,0.000000,nan
RESpeckPlum,20131129115736.914,0,232,2,84,64,204,0.000000,0.000000,nan
RESpeckPlum,20131129115737.005,0,236,2,56,64,228,0.000000,0.000000,nan
RESpeckPlum,20131129115737.065,1,12,2,108,64,196,0.000000,0.000000,nan
RESpeckPlum,20131129115737.155,0,236,2,76,64,184,0.000000,0.000000,nan
RESpeckPlum,20131129115737.305,0,152,2,0,65,64,0.000000,0.000000,nan
RESpeckPlum,20131129115737.395,0,216,2,140,63,236,0.000000,0.000000,nan
RESpeckPlum,20131129115737.454,0,216,2,132,65,100,0.000000,0.000000,nan
RESpeckPlum,20131129115737.545,1,32,2,128,63,180,0.000000,0.000000,nan
RESpeckPlum,20131129115737.605,0,176,1,204,65,216,0.000000,0.000000,nan
RESpeckPlum,20131129115737.694,0,216,2,116,64,24,0.000000,0.000000,nan
RESpeckPlum,20131129115737.754,1,48,2,88,65,88,0.000000,0.000000,nan
RESpeckPlum,20131129115737.844,0,228,2,108,64,140,0.000000,0.000000,nan
RESpeckPlum,20131129115737.906,0,224,2,76,64,236,0.000000,0.000000,nan
RESpeckPlum,20131129115737.995,0,216,2,80,64,212,0.000000,0.000000,nan
RESpeckPlum,20131129115738.055,0,244,2,108,64,208,0.000000,0.000000,nan
RESpeckPlum,20131129115738.144,0,240,2,104,64,220,0.000000,0.000000,nan
RESpeckPlum,20131129115738.205,0,220,2,108,64,196,0.000000,0.000000,nan
RESpeckPlum,20131129115738.295,0,204,2,56,64,212,0.000000,0.000000,nan
RESpeckPlum,20131129115738.445,0,220,2,132,64,208,0.000000,0.000000,nan
RESpeckPlum,20131129115738.534,0,252,2,76,64,196,0.000000,0.000000,nan
RESpeckPlum,20131129115738.594,0,224,2,88,64,204,0.000000,0.000000,nan
RESpeckPlum,20131129115738.684,0,216,2,72,64,192,0.000000,0.000000,nan
RESpeckPlum,20131129115738.744,1,32,2,80,65,0,0.000000,0.018703,nan
RESpeckPlum,20131129115738.835,0,236,2,108,64,164,0.000000,0.133454,nan
RESpeckPlum,20131129115738.895,1,12,2,92,64,220,0.000000,0.133454,nan
