name,timestamp,accelX0,accelX1,accelY0,accelY1,accelZ0,accelZ1,breathing,activity,breathingRate
RESpeckPlum,20131129120046.709,0,220,2,136,64,180,-0.512792,0.131963,nan
RESpeckPlum,20131129120046.734,0,236,2,148,64,200,-0.483489,0.131963,nan
RESpeckPlum,20131129120046.795,0,252,2,112,64,208,-0.452549,0.131963,nan
RESpeckPlum,20131129120046.885,1,8,2,148,64,216,-0.376904,0.131963,nan
RESpeckPlum,20131129120046.945,0,232,2,132,64,180,-0.361302,0.131963,nan
RESpeckPlum,20131129120047.035,0,236,2,172,64,200,-0.339931,0.131963,nan
RESpeckPlum,20131129120047.095,0,236,2,132,64,184,-0.292481,0.131963,nan
RESpeckPlum,20131129120047.185,0,228,2,128,64,232,1.008459,0.131963,nan
RESpeckPlum,20131129120047.245,0,208,2,112,64,208,2.815293,0.131963,nan
RESpeckPlum,20131129120047.335,0,240,2,136,64,200,0.988956,0.114053,nan
RESpeckPlum,20131129120047.425,0,236,2,124,64,176,0.970817,0.086524,nan
RESpeckPlum,20131129120047.485,0,224,2,140,64,180,0.928982,0.086524,nan
RESpeckPlum,20131129120047.575,0,240,2,156,64,208,0.886392,0.086524,nan
RESpeckPlum,20131129120047.636,0,232,2,168,64,196,0.842544,0.086524,nan
RESpeckPlum,20131129120047.725,0,248,2,116,64,196,0.798140,0.086524,nan
RESpeckPlum,20131129120047.785,0,240,2,104,64,216,0.761222,0.086524,nan
RESpeckPlum,20131129120047.874,1,28,2,168,64,168,0.712158,0.086524,nan
RESpeckPlum,20131129120047.935,0,240,2,148,64,208,0.704530,0.086524,nan
RESpeckPlum,20131129120048.025,0,152,2,72,64,220,0.690705,0.086524,nan
RESpeckPlum,20131129120048.085,0,248,2,120,64,204,-0.047122,0.086524,nan
RESpeckPlum,20131129120048.174,1,24,2,132,64,216,-0.921304,0.086524,nan
RESpeckPlum,20131129120048.235,0,228,2,152,64,192,0.025593,0.086524,nan
RESpeckPlum,20131129120048.325,0,244,2,128,64,220,0.007819,0.086524,nan
RESpeckPlum,20131129120048.385,0,204,2,132,64,208,0.016278,0.086524,nan
RESpeckPlum,20131129120048.475,1,8,2,128,64,204,0.042000,0.086524,nan
RESpeckPlum,20131129120048.565,0,220,2,120,64,192,0.078153,0.086524,nan
RESpeckPlum,20131129120048.625,0,248,2,144,64,216,0.066081,0.086524,nan
RESpeckPlum,20131129120048.715,0,236,2,152,64,192,0.017013,0.086524,nan
RESpeckPlum,20131129120048.776,0,232,2,120,64,208,0.057068,0.043945,nan
RESpeckPlum,20131129120048.865,0,252,2,156,64,228,0.040565,0.043945,nan
RESpeckPlum,20131129120048.925,0,232,2,144,64,216,-0.021604,0.043945,nan
RESpeckPlum,20131129120049.015,0,228,2,140,64,204,-0.038612,0.043945,nan
RESpeckPlum,20131129120049.075,0,208,2,140,64,208,-0.041170,0.043945,nan
RESpeckPlum,20131129120049.165,0,248,2,148,64,200,-0.028057,0.043945,nan
RESpeckPlum,20131129120049.225,0,244,2,172,64,208,-0.051237,0.043945,nan
RESpeckPlum,20131129120049.315,0,200,2,136,64,216,-0.057180,0.043945,nan
RESpeckPlum,20131129120049.375,0,212,2,124,64,212,-0.074761,0.043945,nan
RESpeckPlum,20131129120049.465,0,200,2,156,64,184,-0.120662,0.043945,nan
RESpeckPlum,20131129120049.615,1,40,2,172,64,224,-0.117868,0.043945,nan
RESpeckPlum,20131129120049.706,0,224,2,136,64,228,-0.082622,0.043945,nan
RESpeckPlum,20131129120049.765,0,240,2,144,64,196,-0.118594,0.043945,nan
RESpeckPlum,20131129120049.855,1,28,2,148,64,184,-0.110019,0.043945,nan
RESpeckPlum,20131129120049.915,1,16,2,140,64,204,-0.071763,0.043945,nan
RESpeckPlum,20131129120050.005,1,28,2,184,64,224,-0.079530,0.043945,nan
RESpeckPlum,20131129120050.065,1,56,2,212,64,236,-0.102443,0.043945,nan
