name,timestamp,accelX0,accelX1,accelY0,accelY1,accelZ0,accelZ1,breathing,activity,breathingRate
RESpeckPlum,20131129135738.442,254,232,6,136,64,160,0.000000,0.000000,nan
RESpeckPlum,20131129135738.466,254,244,6,128,64,128,0.000000,0.000000,nan
RESpeckPlum,20131129135738.556,254,248,6,108,64,128,0.000000,0.000000,nan
RESpeckPlum,20131129135738.616,254,236,6,128,64,148,0.000000,0.000000,nan
RESpeckPlum,20131129135738.707,254,248,6,112,64,152,0.000000,0.000000,nan
RESpeckPlum,20131129135738.767,254,236,6,116,64,128,0.000000,0.000000,nan
RESpeckPlum,20131129135738.856,254,216,6,120,64,164,0.000000,0.000000,nan
RESpeckPlum,20131129135738.916,254,228,6,128,64,124,0.000000,0.000000,nan
RESpeckPlum,20131129135739.006,254,220,6,108,64,128,0.000000,0.000000,nan
RESpeckPlum,20131129135739.066,254,244,6,100,64,148,0.000000,0.000000,nan
RESpeckPlum,20131129135739.157,254,244,6,100,64,120,0.000000,0.000000,nan
RESpeckPlum,20131129135739.260,254,240,6,128,64,112,0.000000,0.000000,nan
RESpeckPlum,20131129135739.308,254,244,6,120,64,120,0.000000,0.000000,nan
RESpeckPlum,20131129135739.397,254,236,6,132,64,136,0.000000,0.000000,nan
RESpeckPlum,20131129135739.457,254,240,6,128,64,140,0.000000,0.000000,nan
RESpeckPlum,20131129135739.546,254,228,6,136,64,160,0.000000,0.000000,nan
RESpeckPlum,20131129135739.612,254,232,6,132,64,152,0.000000,0.000000,nan
RESpeckPlum,20131129135739.697,255,0,6,132,64,156,0.000000,0.000000,nan
RESpeckPlum,20131129135739.757,255,8,6,112,64,152,0.000000,0.000000,nan
RESpeckPlum,20131129135739.846,254,248,6,116,64,140,0.000000,0.000000,nan
RESpeckPlum,20131129135739.906,254,248,6,124,64,136,0.000000,0.000000,nan
RESpeckPlum,20131129135739.997,254,200,6,124,64,128,0.000000,0.000000,nan
RESpeckPlum,20131129135740.057,254,216,6,112,64,128,0.000000,0.000000,nan
RESpeckPlum,20131129135740.147,254,232,6,144,64,152,0.000000,0.000000,nan
RESpeckPlum,20131129135740.206,254,244,6,120,64,104,0.000000,0.000000,nan
RESpeckPlum,20131129135740.296,254,240,6,108,64,136,0.000000,0.000000,nan
RESpeckPlum,20131129135740.386,254,240,6,108,64,120,0.000000,0.000000,nan
RESpeckPlum,20131129135740.447,254,228,6,136,64,144,0.000000,0.000000,nan
RESpeckPlum,20131129135740.536,254,240,6,116,64,164,0.000000,0.000000,nan
RESpeckPlum,20131129135740.596,254,220,6,116,64,144,0.000000,0.000000,nan
RESpeckPlum,20131129135740.687,254,236,6,120,64,140,0.000000,0.000000,nan
RESpeckPlum,20131129135740.746,254,240,6,116,64,128,0.000000,0.000000,nan
RESpeckPlum,20131129135740.837,254,208,6,116,64,124,0.000000,0.042847,nan
RESpeckPlum,20131129135740.897,254,244,6,120,64,148,0.000000,0.053041,nan
RESpeckPlum,20131129135740.987,255,0,6,124,64,144,0.000000,0.053041,nan
RESpeckPlum,20131129135741.047,254,236,6,136,64,128,0.000000,0.053041,nan
RESpeckPlum,20131129135741.137,254,224,6,120,64,136,0.000000,0.053041,nan
RESpeckPlum,20131129135741.197,254,244,6,120,64,148,0.000000,0.053041,nan
RESpeckPlum,20131129135741.287,254,236,6,116,64,116,0.000000,0.053041,nan
RESpeckPlum,20131129135741.347,254,228,6,128,64,152,0.000000,0.053041,nan
RESpeckPlum,20131129135741.437,254,216,6,116,64,140,0.000000,0.053041,nan
RESpeckPlum,20131129135741.527,254,240,6,124,64,128,0.000000,0.053041,nan
RESpeckPlum,20131129135741.588,254,252,6,116,64,160,0.000000,0.053041,nan
RESpeckPlum,20131129135741.677,254,232,6,100,64,128,0.000000,0.053041,nan
RESpeckPlum,20131129135741.737,254,236,6,128,64,136,0.000000,0.053041,nan
RESpeckPlum,20131129135741.827,254,248,6,132,64,136,0.000000,0.053041,nan
RESpeckPlum,20131129135741.887,254,224,6,140,64,144,0.000000,0.053041,nan
RESpeckPlum,20131129135741.977,254,228,6,120,64,148,0.000000,0.053041,nan
RESpeckPlum,20131129135742.037,254,228,6,136,64,144,0.000000,0.053041,nan
RESpeckPlum,20131129135742.127,254,212,6,136,64,116,0.000000,0.053041,nan
RESpeckPlum,20131129135742.187,254,224,6,140,64,136,0.000000,0.053041,nan
RESpeckPlum,20131129135742.277,254,228,6,124,64,156,0.000000,0.053041,nan
RESpeckPlum,20131129135742.337,254,220,6,108,64,144,0.000000,0.053041,nan
RESpeckPlum,20131129135742.427,254,228,6,136,64,120,0.000000,0.053041,nan
RESpeckPlum,20131129135742.487,254,236,6,120,64,116,0.000000,0.053041,nan
RESpeckPlum,20131129135742.577,254,244,6,120,64,128,0.000000,0.053041,nan
RESpeckPlum,20131129135742.667,254,220,6,104,64,148,0.000000,0.053041,nan
RESpeckPlum,20131129135742.727,254,248,6,108,64,144,0.000000,0.053041,nan
RESpeckPlum,20131129135742.817,255,0,6,112,64,140,0.000000,0.053041,nan
RESpeckPlum,20131129135742.877,254,228,6,112,64,136,0.000000,0.053041,nan
RESpeckPlum,20131129135742.967,254,240,6,120,64,156,0.000000,0.053041,nan
RESpeckPlum,20131129135743.027,254,220,6,136,64,132,0.000000,0.053041,nan
RESpeckPlum,20131129135743.117,254,220,6,112,64,164,0.000000,0.053041,nan
RESpeckPlum,20131129135743.177,254,228,6,132,64,128,0.000000,0.053041,nan
RESpeckPlum,20131129135743.266,254,244,6,140,64,132,0.000000,0.053041,nan
RESpeckPlum,20131129135743.328,254,236,6,132,64,128,0.000000,0.014648,nan
RESpeckPlum,20131129135743.417,254,244,6,132,64,132,0.000000,0.014648,nan
RESpeckPlum,20131129135743.477,254,224,6,80,64,144,0.000000,0.014648,nan
RESpeckPlum,20131129135743.567,254,220,6,60,64,144,0.000000,0.014648,nan
RESpeckPlum,20131129135743.627,254,252,6,128,64,128,0.000000,0.014648,nan
RESpeckPlum,20131129135743.717,254,240,6,128,64,144,0.000000,0.014648,nan
RESpeckPlum,20131129135743.807,254,248,6,124,64,124,0.000000,0.014648,nan
RESpeckPlum,20131129135743.867,254,248,6,140,64,132,0.000000,0.014648,nan
RESpeckPlum,20131129135743.957,254,216,6,120,64,136,0.000000,0.014648,nan
RESpeckPlum,20131129135744.017,255,0,6,116,64,152,0.000000,0.014648,nan
RESpeckPlum,20131129135744.107,254,224,6,124,64,140,0.000000,0.014648,nan
RESpeckPlum,20131129135744.167,254,236,6,120,64,128,0.000000,0.014648,nan
RESpeckPlum,20131129135744.256,254,240,6,112,64,152,0.000000,0.014648,nan
RESpeckPlum,20131129135744.317,255,28,6,68,64,112,0.000000,0.014648,nan
RESpeckPlum,20131129135744.406,254,28,6,172,64,156,0.000000,0.017078,nan
RESpeckPlum,20131129135744.467,255,72,6,180,64,96,0.000000,0.018680,nan
RESpeckPlum,20131129135744.557,254,204,6,204,64,152,0.000000,0.018680,nan
RESpeckPlum,20131129135744.617,255,20,6,192,64,148,0.000000,0.018680,nan
RESpeckPlum,20131129135744.707,254,240,6,152,64,104,0.000000,0.018680,nan
RESpeckPlum,20131129135744.767,254,252,6,120,64,160,0.000000,0.018680,nan
RESpeckPlum,20131129135744.856,254,240,6,148,64,124,0.000000,0.018680,nan
RESpeckPlum,20131129135744.948,255,4,6,132,64,120,0.000000,0.018680,nan
RESpeckPlum,20131129135745.007,254,236,6,112,64,160,0.000000,0.018680,nan
RESpeckPlum,20131129135745.097,254,252,6,96,64,136,0.000000,0.018680,nan
RESpeckPlum,20131129135745.157,254,240,6,96,64,156,0.000000,0.018680,nan
RESpeckPlum,20131129135745.247,255,4,6,104,64,124,0.000000,0.018680,nan
RESpeckPlum,20131129135745.307,254,252,6,88,64,136,0.000000,0.018680,nan
RESpeckPlum,20131129135745.397,254,244,6,108,64,128,0.000000,0.018680,nan
RESpeckPlum,20131129135745.457,254,248,6,96,64,160,0.000000,0.018680,nan
RESpeckPlum,20131129135745.547,254,252,6,92,64,144,0.000000,0.018680,nan
RESpeckPlum,20131129135745.607,254,224,6,88,64,156,0.000000,0.018680,nan
RESpeckPlum,20131129135745.697,254,248,6,92,64,144,0.000000,0.018680,nan
RESpeckPlum,20131129135745.757,254,240,6,84,64,140,0.000000,0.018680,nan
RESpeckPlum,20131129135745.847,255,0,6,100,64,132,0.000000,0.018680,nan
RESpeckPlum,20131129135745.907,254,244,6,80,64,140,0.000000,0.018680,nan
RESpeckPlum,20131129135745.997,254,252,6,76,64,112,0.000000,0.018680,nan
RESpeckPlum,20131129135746.089,254,236,6,84,64,148,0.000000,0.018680,nan
RESpeckPlum,20131129135746.147,254,240,6,104,64,136,0.000000,0.018680,nan
RESpeckPlum,20131129135746.237,255,4,6,84,64,152,0.000000,0.018680,nan
RESpeckPlum,20131129135746.297,254,232,6,92,64,144,0.000000,0.018680,nan
RESpeckPlum,20131129135746.387,254,212,6,96,64,168,0.000000,0.018680,nan
RESpeckPlum,20131129135746.447,255,4,6,100,64,156,0.000000,0.018680,nan
RESpeckPlum,20131129135746.537,254,244,6,116,64,136,0.000000,0.018680,nan
RESpeckPlum,20131129135746.597,254,248,6,84,64,136,0.000000,0.018680,nan
RESpeckPlum,20131129135746.687,254,224,6,72,64,156,0.000000,0.018680,nan
RESpeckPlum,20131129135746.747,254,232,6,108,64,136,0.000000,0.018680,nan
RESpeckPlum,20131129135746.837,254,228,6,92,64,120,0.000000,0.018680,nan
RESpeckPlum,20131129135746.897,254,244,6,100,64,148,0.000000,0.014648,nan
RESpeckPlum,20131129135746.987,254,208,6,60,64,216,0.000000,0.014648,nan
RESpeckPlum,20131129135747.047,254,228,6,124,64,144,0.000000,0.014648,nan
RESpeckPlum,20131129135747.137,255,8,6,152,64,192,0.000000,0.014648,nan
RESpeckPlum,20131129135747.227,255,52,6,80,64,128,0.000000,0.014648,nan
RESpeckPlum,20131129135747.287,254,196,6,124,64,136,0.000000,0.014648,nan
RESpeckPlum,20131129135747.377,254,244,6,80,64,144,0.000000,0.014648,nan
RESpeckPlum,20131129135747.437,254,240,6,92,64,124,0.000000,0.014648,nan
RESpeckPlum,20131129135747.527,254,252,6,64,64,144,0.000000,0.014648,nan
RESpeckPlum,20131129135747.587,254,212,6,96,64,104,0.000000,0.014648,nan
RESpeckPlum,20131129135747.677,255,0,6,84,64,176,0.000000,0.014648,nan
RESpeckPlum,20131129135747.737,254,236,6,144,64,140,0.000000,0.014648,nan
RESpeckPlum,20131129135747.827,254,220,6,136,64,156,0.000000,0.014648,nan
RESpeckPlum,20131129135747.887,254,76,6,60,64,120,0.000000,0.014648,nan
RESpeckPlum,20131129135747.977,254,252,6,140,64,72,0.000000,0.014648,nan
RESpeckPlum,20131129135748.037,255,32,7,40,64,100,0.000000,0.014648,nan
RESpeckPlum,20131129135748.127,253,176,6,208,64,136,0.000000,0.023198,nan
RESpeckPlum,20131129135748.188,254,80,6,24,64,192,nan,0.305400,nan
RESpeckPlum,20131129135748.277,255,32,6,240,64,80,nan,0.305400,nan
RESpeckPlum,20131129135748.367,254,112,6,128,64,168,nan,0.305400,nan
RESpeckPlum,20131129135748.427,254,184,6,140,64,140,nan,0.305400,nan
RESpeckPlum,20131129135748.517,255,4,6,96,64,112,nan,0.305400,nan
RESpeckPlum,20131129135748.577,254,204,6,12,64,204,nan,0.305400,nan
RESpeckPlum,20131129135748.667,255,24,6,144,64,132,nan,0.305400,nan
RESpeckPlum,20131129135748.727,0,20,6,96,64,144,nan,0.305400,nan
