name,timestamp,accelX0,accelX1,accelY0,accelY1,accelZ0,accelZ1,breathing,activity,breathingRate
RESpeckPlum,20131129153442.282,253,224,4,248,64,24,0.000000,0.000000,nan
RESpeckPlum,20131129153442.336,254,224,5,192,65,32,0.000000,0.000000,nan
RESpeckPlum,20131129153442.396,254,12,5,100,64,180,0.000000,0.000000,nan
RESpeckPlum,20131129153442.487,254,184,5,116,64,164,0.000000,0.000000,nan
RESpeckPlum,20131129153442.638,254,208,5,164,64,148,0.000000,0.000000,nan
RESpeckPlum,20131129153442.727,254,132,5,108,64,168,0.000000,0.000000,nan
RESpeckPlum,20131129153442.787,254,204,5,156,64,160,0.000000,0.000000,nan
RESpeckPlum,20131129153442.876,254,136,5,132,64,168,0.000000,0.000000,nan
RESpeckPlum,20131129153442.937,254,164,5,120,64,140,0.000000,0.000000,nan
RESpeckPlum,20131129153443.027,254,152,5,120,64,172,0.000000,0.000000,nan
RESpeckPlum,20131129153443.098,254,140,5,140,64,188,0.000000,0.000000,nan
RESpeckPlum,20131129153443.176,254,104,5,124,64,140,0.000000,0.000000,nan
RESpeckPlum,20131129153443.237,254,160,5,136,64,136,0.000000,0.000000,nan
RESpeckPlum,20131129153443.327,254,92,5,132,64,164,0.000000,0.000000,nan
RESpeckPlum,20131129153443.387,254,112,5,120,64,168,0.000000,0.000000,nan
RESpeckPlum,20131129153443.476,254,128,5,228,64,172,0.000000,0.000000,nan
RESpeckPlum,20131129153443.537,254,76,5,56,64,172,0.000000,0.000000,nan
RESpeckPlum,20131129153443.627,254,156,5,72,64,168,0.000000,0.000000,nan
RESpeckPlum,20131129153443.777,254,112,5,120,64,184,0.000000,0.000000,nan
RESpeckPlum,20131129153443.867,254,92,5,124,64,168,0.000000,0.000000,nan
RESpeckPlum,20131129153443.927,254,140,5,96,64,176,0.000000,0.000000,nan
RESpeckPlum,20131129153444.017,254,116,5,92,64,168,0.000000,0.000000,nan
RESpeckPlum,20131129153444.076,254,108,5,92,64,156,0.000000,0.000000,nan
RESpeckPlum,20131129153444.167,254,112,5,116,64,176,0.000000,0.000000,nan
RESpeckPlum,20131129153444.227,254,108,5,80,64,164,0.000000,0.000000,nan
RESpeckPlum,20131129153444.316,254,92,5,148,64,160,0.000000,0.000000,nan
RESpeckPlum,20131129153444.377,254,140,5,80,64,168,0.000000,0.000000,nan
RESpeckPlum,20131129153444.466,254,124,5,64,64,156,0.000000,0.000000,nan
RESpeckPlum,20131129153444.527,254,160,5,96,64,140,0.000000,0.000000,nan
RESpeckPlum,20131129153444.617,254,120,5,72,64,156,0.000000,0.000000,nan
RESpeckPlum,20131129153444.676,254,108,5,112,64,172,0.000000,0.000000,nan
RESpeckPlum,20131129153444.767,254,136,5,64,64,156,0.000000,0.000000,nan
RESpeckPlum,20131129153444.917,254,164,5,112,64,168,nan,0.510995,nan
RESpeckPlum,20131129153445.007,254,124,5,132,64,156,nan,0.056523,nan
RESpeckPlum,20131129153445.067,254,88,5,132,64,180,nan,0.056523,nan
RESpeckPlum,20131129153445.157,254,92,5,112,64,160,nan,0.056523,nan
RESpeckPlum,20131129153445.217,254,92,5,140,64,148,nan,0.056523,nan
RESpeckPlum,20131129153445.307,254,76,5,136,64,196,nan,0.056523,nan
RESpeckPlum,20131129153445.366,254,96,5,244,64,136,nan,0.056523,nan
RESpeckPlum,20131129153445.456,254,152,5,100,64,232,nan,0.056523,nan
RESpeckPlum,20131129153445.517,255,64,6,0,64,152,nan,0.056523,nan
RESpeckPlum,20131129153445.607,254,120,6,136,64,240,nan,0.056523,nan
RESpeckPlum,20131129153445.667,254,224,6,144,64,40,nan,0.056523,nan
RESpeckPlum,20131129153445.756,254,192,6,140,64,104,nan,0.056523,nan
RESpeckPlum,20131129153445.817,254,164,6,172,64,196,nan,0.056523,nan
RESpeckPlum,20131129153445.907,255,148,7,48,64,8,nan,0.056523,nan
RESpeckPlum,20131129153446.057,255,68,6,236,64,56,nan,0.056523,nan
RESpeckPlum,20131129153446.147,255,76,6,240,64,164,nan,0.056523,nan
RESpeckPlum,20131129153446.207,255,176,7,12,64,76,nan,0.056523,nan
RESpeckPlum,20131129153446.298,255,0,7,20,64,220,nan,0.056523,nan
RESpeckPlum,20131129153446.357,255,156,7,56,64,200,nan,0.056523,nan
RESpeckPlum,20131129153446.447,254,184,7,112,64,92,nan,0.056523,nan
RESpeckPlum,20131129153446.507,254,172,7,88,64,152,nan,0.056523,nan
