type,ID,seq,packetLoss,nodeTimestamp,bsTimestamp,syncTimestamp,systemTime,accelX,accelY,accelZ,cannula,voltage
1,5,8,0,5171145,273607029,4909306335552603171,1360513644.290429,11788,7588,8400,nan,0.000000
1,5,8,0,5171145,273607029,4909306335552605792,1360513644.290429,11856,7888,8336,nan,0.000000
2,5,9,0,5171145,273607060,4909306335552608413,1360513644.290621,11820,7840,8156,nan,0.000000
2,5,9,0,5171145,273607060,4909306335552611034,1360513644.290621,11824,7832,8240,nan,0.000000
2,5,9,0,5171145,273607060,4909306335552613655,1360513644.290621,11956,8040,8272,nan,0.000000
2,5,9,0,5171145,273607060,4909306335552616276,1360513644.290621,11592,7888,8160,nan,0.000000
2,5,9,0,5171145,273607060,4909306335552618897,1360513644.290621,11776,7880,8332,nan,0.000000
2,5,10,0,5171145,273607092,4909306335552621518,1360513644.290843,11848,8012,8172,nan,0.000000
2,5,10,0,5171145,273607092,4909306335552624139,1360513644.290843,11820,8132,8116,nan,0.000000
2,5,10,0,5171145,273607092,4909306335552626760,1360513644.290843,11868,8052,8016,nan,0.000000
2,5,10,0,5171145,273607092,4909306335552629381,1360513644.290843,11856,7816,8160,nan,0.000000
2,5,10,0,5171145,273607092,4909306335552632002,1360513644.290843,11984,8128,8220,nan,0.000000
2,5,11,0,5171145,273607124,4909306335552634623,1360513644.291053,11828,8032,8024,nan,0.000000
2,5,11,0,5171145,273607124,4909306335552637244,1360513644.291053,11860,8000,8004,nan,0.000000
2,5,11,0,5171145,273607124,4909306335552639865,1360513644.291053,12072,7832,8096,nan,0.000000
2,5,11,0,5171145,273607124,4909306335552642486,1360513644.291053,11952,8028,8024,nan,0.000000
2,5,11,0,5171145,273607124,4909306335552645107,1360513644.291053,11764,8084,7628,nan,0.000000
2,5,12,0,5171145,273607155,4909306335552647728,1360513644.291307,11924,8264,8000,nan,0.000000
2,5,12,0,5171145,273607155,4909306335552650349,1360513644.291307,12068,8220,7924,nan,0.000000
2,5,12,0,5171145,273607155,4909306335552652970,1360513644.291307,11980,7952,7912,nan,0.000000
2,5,12,0,5171145,273607155,4909306335552655591,1360513644.291307,11988,7968,7768,nan,0.000000
2,5,12,0,5171145,273607155,4909306335552658212,1360513644.291307,12056,7880,7744,nan,0.000000
2,5,13,0,5171145,273607187,4909306335552660833,1360513644.291547,12180,7884,7688,nan,0.000000
2,5,13,0,5171145,273607187,4909306335552663454,1360513644.291547,12376,7960,7676,nan,0.000000
2,5,13,0,5171145,273607187,4909306335552666075,1360513644.291547,12208,7928,7920,nan,0.000000
2,5,13,0,5171145,273607187,4909306335552668696,1360513644.291547,12212,8040,7736,nan,0.000000
2,5,13,0,5171145,273607187,4909306335552671317,1360513644.291547,12276,7580,7324,nan,0.000000
2,5,14,0,5171145,273607219,4909306335552673938,1360513644.291784,12480,7956,7732,nan,0.000000
2,5,14,0,5171145,273607219,4909306335552676559,1360513644.291784,12200,7884,7324,nan,0.000000
2,5,14,0,5171145,273607219,4909306335552679180,1360513644.291784,12368,7732,7404,nan,0.000000
2,5,14,0,5171145,273607219,4909306335552681801,1360513644.291784,12392,7156,8080,nan,0.000000
2,5,14,0,5171145,273607219,4909306335552684422,1360513644.291784,12012,7788,8744,nan,0.000000
1,5,15,0,5252408,273688296,-7197653672402144226,1360513644.292019,11612,7356,8620,nan,0.000000
1,5,15,0,5252408,273688296,-7197653672402141605,1360513644.292019,11988,7352,8380,nan,0.000000
2,5,0,0,5252408,273688328,-7197653672402138984,1360513644.292132,11960,7548,8424,nan,0.000000
2,5,0,0,5252408,273688328,-7197653672402136363,1360513644.292132,11688,7792,8396,nan,0.000000
2,5,0,0,5252408,273688328,-7197653672402133742,1360513644.292132,11796,7664,8596,nan,0.000000
2,5,0,0,5252408,273688328,-7197653672402131121,1360513644.292132,11628,7644,8716,nan,0.000000
2,5,0,0,5252408,273688328,-7197653672402128500,1360513644.292132,11652,7940,8356,nan,0.000000
2,5,1,0,5252408,273688360,-7197653672402125879,1360513644.292366,11652,7752,8552,nan,0.000000
2,5,1,0,5252408,273688360,-7197653672402123258,1360513644.292366,11652,7836,8708,nan,0.000000
2,5,1,0,5252408,273688360,-7197653672402120637,1360513644.292366,11744,7992,8604,nan,0.000000
2,5,1,0,5252408,273688360,-7197653672402118016,1360513644.292366,11768,7884,8212,nan,0.000000
2,5,1,0,5252408,273688360,-7197653672402115395,1360513644.292366,11672,7360,8108,nan,0.000000
2,5,2,0,5252408,273688391,-7197653672402112774,1360513644.292644,12568,7500,8032,nan,0.000000
2,5,2,0,5252408,273688391,-7197653672402110153,1360513644.292644,12728,7724,7712,nan,0.000000
2,5,2,0,5252408,273688391,-7197653672402107532,1360513644.292644,12764,8224,7408,nan,0.000000
2,5,2,0,5252408,273688391,-7197653672402104911,1360513644.292644,12656,7972,7012,nan,0.000000
2,5,2,0,5252408,273688391,-7197653672402102290,1360513644.292644,12984,6880,6600,nan,0.000000
2,5,3,0,5252408,273688423,-7197653672402099669,1360513644.292881,13216,6448,6280,nan,0.000000
2,5,3,0,5252408,273688423,-7197653672402097048,1360513644.292881,13508,6932,6052,nan,0.000000
2,5,3,0,5252408,273688423,-7197653672402094427,1360513644.292881,13844,6544,7076,nan,0.000000
2,5,3,0,5252408,273688423,-7197653672402091806,1360513644.292881,13244,6088,6948,nan,0.000000
2,5,3,0,5252408,273688423,-7197653672402089185,1360513644.292881,13700,6068,7120,nan,0.000000
2,5,4,0,5252408,273688455,-7197653672402086564,1360513644.293114,12984,5864,7576,nan,0.000000
2,5,4,0,5252408,273688455,-7197653672402083943,1360513644.293114,12892,4764,6408,nan,0.000000
2,5,4,0,5252408,273688455,-7197653672402081322,1360513644.293114,13288,5504,8516,nan,0.000000
2,5,4,0,5252408,273688455,-7197653672402078701,1360513644.293114,12764,4868,7096,nan,0.000000
2,5,4,0,5252408,273688455,-7197653672402076080,1360513644.293114,12760,6616,8780,nan,0.000000
2,5,5,0,5252408,273688486,-7197653672402073459,1360513646.453790,13204,7820,7944,nan,0.000000
2,5,5,0,5252408,273688486,-7197653672402070838,1360513646.453790,12576,7256,7528,nan,0.000000
2,5,5,0,5252408,273688486,-7197653672402068217,1360513646.453790,13204,7352,7988,nan,0.000000
2,5,5,0,5252408,273688486,-7197653672402065596,1360513646.453790,11256,7036,7828,nan,0.000000
2,5,5,0,5252408,273688486,-7197653672402062975,1360513646.453790,12672,7944,8956,nan,0.000000
1,5,6,0,5333674,273769564,7502249432091527199,1360513646.455606,11224,5608,10300,nan,0.000000
1,5,6,0,5333674,273769564,7502249432091529820,1360513646.455606,10624,6044,9728,nan,0.000000
2,5,7,0,5333674,273769596,7502249432091532441,1360513646.456007,13680,9172,8872,nan,0.000000
2,5,7,0,5333674,273769596,7502249432091535062,1360513646.456007,11888,7888,7480,nan,0.000000
2,5,7,0,5333674,273769596,7502249432091537683,1360513646.456007,12380,7356,7644,nan,0.000000
2,5,7,0,5333674,273769596,7502249432091540304,1360513646.456007,12348,7368,7624,nan,0.000000
2,5,7,0,5333674,273769596,7502249432091542925,1360513646.456007,12336,7324,7996,nan,0.000000
2,5,8,0,5333674,273769628,7502249432091545546,1360513646.457572,12060,7328,8128,nan,0.000000
2,5,8,0,5333674,273769628,7502249432091548167,1360513646.457572,12048,7136,8368,nan,0.000000
2,5,8,0,5333674,273769628,7502249432091550788,1360513646.457572,11920,6816,8340,nan,0.000000
2,5,8,0,5333674,273769628,7502249432091553409,1360513646.457572,12428,7204,8012,nan,0.000000
2,5,8,0,5333674,273769628,7502249432091556030,1360513646.457572,12040,5652,4612,nan,0.000000
2,5,9,0,5333674,273769660,7502249432091558651,1360513646.458277,12540,8124,13332,nan,0.000000
2,5,9,0,5333674,273769660,7502249432091561272,1360513646.458277,12276,6572,7328,nan,0.000000
2,5,9,0,5333674,273769660,7502249432091563893,1360513646.458277,13208,7084,7080,nan,0.000000
2,5,9,0,5333674,273769660,7502249432091566514,1360513646.458277,12776,7372,7008,nan,0.000000
