type,ID,seq,packetLoss,nodeTimestamp,bsTimestamp,syncTimestamp,systemTime,accelX,accelY,accelZ,cannula,voltage
1,5,2,0,4572871,147269048,-4830026011439900422,1360546914.651845,17140,-4216,-2576,nan,0.000000
1,5,2,0,4572871,147269048,-4830026011439897801,1360546914.651845,15192,-4904,-1764,nan,0.000000
2,5,3,0,4572871,147269079,-4830026011439895180,1360546914.652050,14712,-3536,-2048,nan,0.000000
2,5,3,0,4572871,147269079,-4830026011439892559,1360546914.652050,14968,-2492,-1540,nan,0.000000
2,5,3,0,4572871,147269079,-4830026011439889938,1360546914.652050,15848,-1752,-2344,nan,0.000000
2,5,3,0,4572871,147269079,-4830026011439887317,1360546914.652050,17504,-6972,-2388,nan,0.000000
2,5,3,0,4572871,147269079,-4830026011439884696,1360546914.652050,14432,-2208,-2036,nan,0.000000
2,5,4,0,4572871,147269111,-4830026011439882075,1360546914.652274,14912,-2172,-2460,nan,0.000000
2,5,4,0,4572871,147269111,-4830026011439879454,1360546914.652274,15652,-3824,-2200,nan,0.000000
2,5,4,0,4572871,147269111,-4830026011439876833,1360546914.652274,14896,-3932,-2444,nan,0.000000
2,5,4,0,4572871,147269111,-4830026011439874212,1360546914.652274,14832,-3708,-2872,nan,0.000000
2,5,4,0,4572871,147269111,-4830026011439871591,1360546914.652274,15316,-3908,-3172,nan,0.000000
2,5,5,0,4572871,147269143,-4830026011439868970,1360546914.652495,15608,-4872,-3464,nan,0.000000
2,5,5,0,4572871,147269143,-4830026011439866349,1360546914.652495,18804,-3188,-1580,nan,0.000000
2,5,5,0,4572871,147269143,-4830026011439863728,1360546914.652495,15536,-1604,-796,nan,0.000000
2,5,5,0,4572871,147269143,-4830026011439861107,1360546914.652495,14668,-2520,332,nan,0.000000
2,5,5,0,4572871,147269143,-4830026011439858486,1360546914.652495,15532,-1616,1104,nan,0.000000
2,5,6,0,4572871,147269174,-4830026011439855865,1360546914.652767,18136,-1596,-860,nan,0.000000
2,5,6,0,4572871,147269174,-4830026011439853244,1360546914.652767,15076,-2504,-472,nan,0.000000
2,5,6,0,4572871,147269174,-4830026011439850623,1360546914.652767,14452,-4688,-620,nan,0.000000
2,5,6,0,4572871,147269174,-4830026011439848002,1360546914.652767,15668,-4408,-1964,nan,0.000000
2,5,6,0,4572871,147269174,-4830026011439845381,1360546914.652767,15156,-4508,-2096,nan,0.000000
2,5,7,0,4572871,147269206,-4830026011439842760,1360546914.653007,14740,-5544,-1776,nan,0.000000
2,5,7,0,4572871,147269206,-4830026011439840139,1360546914.653007,15340,-5880,-1028,nan,0.000000
2,5,7,0,4572871,147269206,-4830026011439837518,1360546914.653007,17724,-1784,-2496,nan,0.000000
2,5,7,0,4572871,147269206,-4830026011439834897,1360546914.653007,14732,-3192,-1388,nan,0.000000
2,5,7,0,4572871,147269206,-4830026011439832276,1360546914.653007,15068,-2200,-904,nan,0.000000
2,5,8,0,4572871,147269238,-4830026011439829655,1360546914.653251,16300,-1672,-2340,nan,0.000000
2,5,8,0,4572871,147269238,-4830026011439827034,1360546914.653251,16052,-2408,-2536,nan,0.000000
2,5,8,0,4572871,147269238,-4830026011439824413,1360546914.653251,15948,-2468,-2364,nan,0.000000
2,5,8,0,4572871,147269238,-4830026011439821792,1360546914.653251,15540,-1052,-1756,nan,0.000000
2,5,8,0,4572871,147269238,-4830026011439819171,1360546914.653251,15772,-1984,-1304,nan,0.000000
1,5,9,0,4654128,147350308,1798793286534487286,1360546914.653505,16016,-2700,-1344,nan,0.000000
1,5,9,0,4654128,147350308,1798793286534489907,1360546914.653505,15988,-2800,-1200,nan,0.000000
