type,ID,seq,packetLoss,nodeTimestamp,bsTimestamp,syncTimestamp,systemTime,accelX,accelY,accelZ,cannula,voltage
1,5,2,0,15426703,84267578,1224103963964354811,1361375713.956124,14784,1616,-3856,nan,0.000000
1,5,2,0,15426703,84267578,1224103963964357432,1361375713.956124,15376,1632,-4032,nan,0.000000
2,5,3,0,15426703,84267610,1224103963964360053,1361375713.956364,15868,2088,-2996,nan,0.000000
2,5,3,0,15426703,84267610,1224103963964362674,1361375713.956364,16012,3200,-2244,nan,0.000000
2,5,3,0,15426703,84267610,1224103963964365295,1361375713.956364,14984,2132,-2160,nan,0.000000
2,5,3,0,15426703,84267610,1224103963964367916,1361375713.956364,15480,1776,-2024,nan,0.000000
2,5,3,0,15426703,84267610,1224103963964370537,1361375713.956364,15780,2568,-900,nan,0.000000
2,5,4,0,15426703,84267642,1224103963964373158,1361375713.956779,15832,2808,-480,nan,0.000000
2,5,4,0,15426703,84267642,1224103963964375779,1361375713.956779,15096,3360,80,nan,0.000000
2,5,4,0,15426703,84267642,1224103963964378400,1361375713.956779,15312,3284,556,nan,0.000000
2,5,4,0,15426703,84267642,1224103963964381021,1361375713.956779,16304,3528,620,nan,0.000000
2,5,4,0,15426703,84267642,1224103963964383642,1361375713.956779,17092,5688,1436,nan,0.000000
2,5,5,0,15426703,84267673,1224103963964386263,1361375713.957142,20836,72,-4156,nan,0.000000
2,5,5,0,15426703,84267673,1224103963964388884,1361375713.957142,16436,1608,-3540,nan,0.000000
2,5,5,0,15426703,84267673,1224103963964391505,1361375713.957142,14196,-12,-2008,nan,0.000000
2,5,5,0,15426703,84267673,1224103963964394126,1361375713.957142,14148,2084,-1792,nan,0.000000
2,5,5,0,15426703,84267673,1224103963964396747,1361375713.957142,14804,2276,-1756,nan,0.000000
2,5,6,0,15426703,84267705,1224103963964399368,1361375713.957530,14260,4448,-608,nan,0.000000
2,5,6,0,15426703,84267705,1224103963964401989,1361375713.957530,15316,3088,-348,nan,0.000000
2,5,6,0,15426703,84267705,1224103963964404610,1361375713.957530,15768,4908,-348,nan,0.000000
2,5,6,0,15426703,84267705,1224103963964407231,1361375713.957530,16300,3972,-32,nan,0.000000
2,5,6,0,15426703,84267705,1224103963964409852,1361375713.957530,19544,6300,-284,nan,0.000000
2,5,7,0,15426703,84267737,1224103963964412473,1361375713.957922,19744,2700,-4116,nan,0.000000
2,5,7,0,15426703,84267737,1224103963964415094,1361375713.957922,14908,-3064,-4420,nan,0.000000
2,5,7,0,15426703,84267737,1224103963964417715,1361375713.957922,14920,3424,-1924,nan,0.000000
2,5,7,0,15426703,84267737,1224103963964420336,1361375713.957922,13400,1404,-1640,nan,0.000000
2,5,7,0,15426703,84267737,1224103963964422957,1361375713.957922,14368,1912,-968,nan,0.000000
2,5,8,0,15426703,84267768,1224103963964425578,1361375713.958319,14444,2900,-860,nan,0.000000
2,5,8,0,15426703,84267768,1224103963964428199,1361375713.958319,14132,4040,212,nan,0.000000
2,5,8,0,15426703,84267768,1224103963964430820,1361375713.958319,16524,1960,12,nan,0.000000
2,5,8,0,15426703,84267768,1224103963964433441,1361375713.958319,18780,7328,1112,nan,0.000000
2,5,8,0,15426703,84267768,1224103963964436062,1361375713.958319,22588,2044,-5200,nan,0.000000
1,4,1,0,4388741,84326633,7547905441334795455,1361375713.958693,-120,644,-16460,nan,0.000000
1,4,1,0,4388741,84326633,7547905441334798076,1361375713.958693,-204,672,-16448,nan,0.000000
2,4,2,0,4388741,84326665,7547905441334800697,1361375713.958847,-124,612,-16476,nan,0.000000
2,4,2,0,4388741,84326665,7547905441334803318,1361375713.958847,-188,676,-16476,nan,0.000000
2,4,2,0,4388741,84326665,7547905441334805939,1361375713.958847,-176,644,-16532,nan,0.000000
2,4,2,0,4388741,84326665,7547905441334808560,1361375713.958847,-152,664,-16468,nan,0.000000
2,4,2,0,4388741,84326665,7547905441334811181,1361375713.958847,-176,656,-16500,nan,0.000000
2,4,3,0,4388741,84326697,7547905441334813802,1361375713.959199,-168,648,-16496,nan,0.000000
2,4,3,0,4388741,84326697,7547905441334816423,1361375713.959199,-152,632,-16504,nan,0.000000
2,4,3,0,4388741,84326697,7547905441334819044,1361375713.959199,-124,628,-16484,nan,0.000000
2,4,3,0,4388741,84326697,7547905441334821665,1361375713.959199,-172,612,-16480,nan,0.000000
2,4,3,0,4388741,84326697,7547905441334824286,1361375713.959199,-216,612,-16520,nan,0.000000
2,4,4,0,4388741,84326728,7547905441334826907,1361375713.959580,-180,620,-16480,nan,0.000000
2,4,4,0,4388741,84326728,7547905441334829528,1361375713.959580,-144,676,-16484,nan,0.000000
2,4,4,0,4388741,84326728,7547905441334832149,1361375713.959580,-164,648,-16484,nan,0.000000
2,4,4,0,4388741,84326728,7547905441334834770,1361375713.959580,-188,648,-16436,nan,0.000000
2,4,4,0,4388741,84326728,7547905441334837391,1361375713.959580,-184,616,-16496,nan,0.000000
2,4,5,0,4388741,84326760,7547905441334840012,1361375713.959959,-116,644,-16488,nan,0.000000
2,4,5,0,4388741,84326760,7547905441334842633,1361375713.959959,-132,684,-16488,nan,0.000000
2,4,5,0,4388741,84326760,7547905441334845254,1361375713.959959,-156,592,-16520,nan,0.000000
2,4,5,0,4388741,84326760,7547905441334847875,1361375713.959959,-156,592,-16480,nan,0.000000
2,4,5,0,4388741,84326760,7547905441334850496,1361375713.959959,-140,612,-16488,nan,0.000000
2,4,6,0,4388741,84326792,7547905441334853117,1361375713.960408,-188,640,-16460,nan,0.000000
2,4,6,0,4388741,84326792,7547905441334855738,1361375713.960408,-176,628,-16524,nan,0.000000
2,4,6,0,4388741,84326792,7547905441334858359,1361375713.960408,-176,624,-16516,nan,0.000000
2,4,6,0,4388741,84326792,7547905441334860980,1361375713.960408,-164,664,-16460,nan,0.000000
2,4,6,0,4388741,84326792,7547905441334863601,1361375713.960408,-156,612,-16460,nan,0.000000
2,4,7,0,4388741,84326823,7547905441334866222,1361375713.960838,-144,644,-16460,nan,0.000000
2,4,7,0,4388741,84326823,7547905441334868843,1361375713.960838,-140,644,-16496,nan,0.000000
2,4,7,0,4388741,84326823,7547905441334871464,1361375713.960838,-128,704,-16492,nan,0.000000
2,4,7,0,4388741,84326823,7547905441334874085,1361375713.960838,-168,624,-16464,nan,0.000000
2,4,7,0,4388741,84326823,7547905441334876706,1361375713.960838,-172,656,-16504,nan,0.000000
1,5,9,0,15508024,84348958,-3170314170042702596,1361375713.961244,14552,376,-2800,nan,0.000000
1,5,9,0,15508024,84348958,-3170314170042699975,1361375713.961244,12868,4108,-2408,nan,0.000000
2,5,10,0,15508024,84348990,-3170314170042697354,1361375713.961422,14248,1684,-2432,nan,0.000000
2,5,10,0,15508024,84348990,-3170314170042694733,1361375713.961422,14276,3640,-1116,nan,0.000000
2,5,10,0,15508024,84348990,-3170314170042692112,1361375713.961422,14676,3540,-1064,nan,0.000000
2,5,10,0,15508024,84348990,-3170314170042689491,1361375713.961422,16832,4924,-668,nan,0.000000
2,5,10,0,15508024,84348990,-3170314170042686870,1361375713.961422,19916,6596,-220,nan,0.000000
2,5,11,0,15508024,84349022,-3170314170042684249,1361375713.961797,19184,3704,-4752,nan,0.000000
2,5,11,0,15508024,84349022,-3170314170042681628,1361375713.961797,14980,-1216,-4540,nan,0.000000
2,5,11,0,15508024,84349022,-3170314170042679007,1361375713.961797,14692,6344,-2824,nan,0.000000
2,5,11,0,15508024,84349022,-3170314170042676386,1361375713.961797,14200,464,-2172,nan,0.000000
2,5,11,0,15508024,84349022,-3170314170042673765,1361375713.961797,14856,2840,-836,nan,0.000000
2,5,12,0,15508024,84349053,-3170314170042671144,1361375713.962171,14832,2160,-688,nan,0.000000
2,5,12,0,15508024,84349053,-3170314170042668523,1361375713.962171,14712,4416,196,nan,0.000000
2,5,12,0,15508024,84349053,-3170314170042665902,1361375713.962171,15780,2824,580,nan,0.000000
2,5,12,0,15508024,84349053,-3170314170042663281,1361375713.962171,16512,4692,1112,nan,0.000000
2,5,12,0,15508024,84349053,-3170314170042660660,1361375713.962171,20348,4016,-1876,nan,0.000000
2,5,13,0,15508024,84349085,-3170314170042658039,1361375713.962549,15824,4032,-4324,nan,0.000000
2,5,13,0,15508024,84349085,-3170314170042655418,1361375713.962549,15400,1608,-2264,nan,0.000000
2,5,13,0,15508024,84349085,-3170314170042652797,1361375713.962549,12972,3784,-1292,nan,0.000000
2,5,13,0,15508024,84349085,-3170314170042650176,1361375713.962549,15060,1652,-1704,nan,0.000000
2,5,13,0,15508024,84349085,-3170314170042647555,1361375713.962549,14380,3548,-384,nan,0.000000
2,5,14,0,15508024,84349117,-3170314170042644934,1361375713.962928,15112,3568,84,nan,0.000000
2,5,14,0,15508024,84349117,-3170314170042642313,1361375713.962928,14944,5568,-452,nan,0.000000
2,5,14,0,15508024,84349117,-3170314170042639692,1361375713.962928,16220,3612,20,nan,0.000000
2,5,14,0,15508024,84349117,-3170314170042637071,1361375713.962928,20500,6464,-720,nan,0.000000
2,5,14,0,15508024,84349117,-3170314170042634450,1361375713.962928,20716,-2932,-4288,nan,0.000000
2,5,15,0,15508024,84349148,-3170314170042631829,1361375713.963337,14956,1348,-2340,nan,0.000000
2,5,15,0,15508024,84349148,-3170314170042629208,1361375713.963337,14836,144,-1336,nan,0.000000
2,5,15,0,15508024,84349148,-3170314170042626587,1361375713.963337,13676,2736,-1636,nan,0.000000
2,5,15,0,15508024,84349148,-3170314170042623966,1361375713.963337,14468,2576,-204,nan,0.000000
2,5,15,0,15508024,84349148,-3170314170042621345,1361375713.963337,15172,2576,396,nan,0.000000
1,4,8,0,4478377,84416272,-8016543665608477505,1361375713.963709,-156,652,-16468,nan,0.000000
1,4,8,0,4478377,84416272,-8016543665608474884,1361375713.963709,-176,640,-16580,nan,0.000000
2,4,9,0,4478377,84416304,-8016543665608472263,1361375713.963881,-180,640,-16484,nan,0.000000
2,4,9,0,4478377,84416304,-8016543665608469642,1361375713.963881,-176,708,-16456,nan,0.000000
2,4,9,0,4478377,84416304,-8016543665608467021,1361375713.963881,-196,608,-16492,nan,0.000000
