type,ID,seq,packetLoss,nodeTimestamp,bsTimestamp,syncTimestamp,systemTime,accelX,accelY,accelZ,cannula,voltage
1,5,9,0,1158078,93241502,5479213942192616464,1361370162.295633,-17208,580,1232,nan,0.000000
1,5,9,0,1158078,93241502,5479213942192619085,1361370162.295633,-16456,-648,2336,nan,0.000000
2,5,10,0,1158078,93241534,5479213942192621706,1361370162.295873,-16440,-112,1924,nan,0.000000
2,5,10,0,1158078,93241534,5479213942192624327,1361370162.295873,-16448,324,2276,nan,0.000000
2,5,10,0,1158078,93241534,5479213942192626948,1361370162.295873,-16260,-896,2564,nan,0.000000
2,5,10,0,1158078,93241534,5479213942192629569,1361370162.295873,-15708,-1324,2912,nan,0.000000
2,5,10,0,1158078,93241534,5479213942192632190,1361370162.295873,-15832,-2420,3416,nan,0.000000
2,5,11,0,1158078,93241566,5479213942192634811,1361370162.296284,-16348,-1532,3220,nan,0.000000
2,5,11,0,1158078,93241566,5479213942192637432,1361370162.296284,-18500,-648,3556,nan,0.000000
2,5,11,0,1158078,93241566,5479213942192640053,1361370162.296284,-17684,-616,2520,nan,0.000000
2,5,11,0,1158078,93241566,5479213942192642674,1361370162.296284,-15888,400,2696,nan,0.000000
2,5,11,0,1158078,93241566,5479213942192645295,1361370162.296284,-15308,784,3076,nan,0.000000
2,5,12,0,1158078,93241597,5479213942192647916,1361370162.296634,-15096,3880,2868,nan,0.000000
2,5,12,0,1158078,93241597,5479213942192650537,1361370162.296634,-17340,404,4600,nan,0.000000
2,5,12,0,1158078,93241597,5479213942192653158,1361370162.296634,-16296,1320,4612,nan,0.000000
2,5,12,0,1158078,93241597,5479213942192655779,1361370162.296634,-14696,2828,4240,nan,0.000000
2,5,12,0,1158078,93241597,5479213942192658400,1361370162.296634,-15332,792,5132,nan,0.000000
2,5,13,0,1158078,93241629,5479213942192661021,1361370162.297041,-15796,640,4816,nan,0.000000
2,5,13,0,1158078,93241629,5479213942192663642,1361370162.297041,-15520,1424,4724,nan,0.000000
2,5,13,0,1158078,93241629,5479213942192666263,1361370162.297041,-15808,-244,5776,nan,0.000000
2,5,13,0,1158078,93241629,5479213942192668884,1361370162.297041,-15408,552,5852,nan,0.000000
2,5,13,0,1158078,93241629,5479213942192671505,1361370162.297041,-15076,1104,6296,nan,0.000000
2,5,14,0,1158078,93241661,5479213942192674126,1361370162.297418,-14472,188,6164,nan,0.000000
2,5,14,0,1158078,93241661,5479213942192676747,1361370162.297418,-15012,-256,6740,nan,0.000000
2,5,14,0,1158078,93241661,5479213942192679368,1361370162.297418,-14920,828,6672,nan,0.000000
2,5,14,0,1158078,93241661,5479213942192681989,1361370162.297418,-15160,2440,7292,nan,0.000000
2,5,14,0,1158078,93241661,5479213942192684610,1361370162.297418,-16700,4288,6380,nan,0.000000
2,5,15,0,1158078,93241692,5479213942192687231,1361370162.297804,-16948,2220,4368,nan,0.000000
2,5,15,0,1158078,93241692,5479213942192689852,1361370162.297804,-18052,4964,-288,nan,0.000000
2,5,15,0,1158078,93241692,5479213942192692473,1361370162.297804,-16156,680,-2340,nan,0.000000
2,5,15,0,1158078,93241692,5479213942192695094,1361370162.297804,-15480,1448,-2824,nan,0.000000
2,5,15,0,1158078,93241692,5479213942192697715,1361370162.297804,-17900,184,-1528,nan,0.000000
1,5,0,0,1239399,93322880,-2234238330269528047,1361370162.298200,-17400,180,-180,nan,0.000000
1,5,0,0,1239399,93322880,-2234238330269525426,1361370162.298200,-15404,1136,-8,nan,0.000000
2,5,1,0,1239399,93323007,-2234238330269522805,1361370162.298379,-16516,1496,76,nan,0.000000
2,5,1,0,1239399,93323007,-2234238330269520184,1361370162.298379,-16364,-112,688,nan,0.000000
2,5,1,0,1239399,93323007,-2234238330269517563,1361370162.298379,-16592,-908,1500,nan,0.000000
2,5,1,0,1239399,93323007,-2234238330269514942,1361370162.298379,-16488,-1952,1928,nan,0.000000
2,5,1,0,1239399,93323007,-2234238330269512321,1361370162.298379,-16392,-1252,1744,nan,0.000000
2,5,2,0,1239399,93323039,-2234238330269509700,1361370162.298753,-16352,-1012,2512,nan,0.000000
2,5,2,0,1239399,93323039,-2234238330269507079,1361370162.298753,-19036,-1928,2380,nan,0.000000
2,5,2,0,1239399,93323039,-2234238330269504458,1361370162.298753,-16196,3020,156,nan,0.000000
2,5,2,0,1239399,93323039,-2234238330269501837,1361370162.298753,-13492,2016,1352,nan,0.000000
2,5,2,0,1239399,93323039,-2234238330269499216,1361370162.298753,-18976,-1456,3660,nan,0.000000
2,5,3,0,1239399,93323070,-2234238330269496595,1361370162.299178,-16624,-244,2548,nan,0.000000
2,5,3,0,1239399,93323070,-2234238330269493974,1361370162.299178,-14356,1316,3380,nan,0.000000
2,5,3,0,1239399,93323070,-2234238330269491353,1361370162.299178,-14716,196,3612,nan,0.000000
2,5,3,0,1239399,93323070,-2234238330269488732,1361370162.299178,-16188,192,2572,nan,0.000000
2,5,3,0,1239399,93323070,-2234238330269486111,1361370162.299178,-17932,3324,3068,nan,0.000000
2,5,4,0,1239399,93323102,-2234238330269483490,1361370162.299561,-15180,-32,5328,nan,0.000000
2,5,4,0,1239399,93323102,-2234238330269480869,1361370162.299561,-15708,-1560,4484,nan,0.000000
2,5,4,0,1239399,93323102,-2234238330269478248,1361370162.299561,-15736,592,4788,nan,0.000000
2,5,4,0,1239399,93323102,-2234238330269475627,1361370162.299561,-17116,-252,4140,nan,0.000000
2,5,4,0,1239399,93323102,-2234238330269473006,1361370162.299561,-18768,720,2844,nan,0.000000
2,5,5,0,1239399,93323134,-2234238330269470385,1361370162.299939,-14360,1252,4916,nan,0.000000
2,5,5,0,1239399,93323134,-2234238330269467764,1361370162.299939,-15628,1816,2184,nan,0.000000
2,5,5,0,1239399,93323134,-2234238330269465143,1361370162.299939,-15664,-1532,2992,nan,0.000000
2,5,5,0,1239399,93323134,-2234238330269462522,1361370162.299939,-18264,3364,1324,nan,0.000000
2,5,5,0,1239399,93323134,-2234238330269459901,1361370162.299939,-16552,-600,2884,nan,0.000000
2,5,6,0,1239399,93323165,-2234238330269457280,1361370162.300319,-14228,-3148,2316,nan,0.000000
2,5,6,0,1239399,93323165,-2234238330269454659,1361370162.300319,-16340,-2004,2852,nan,0.000000
2,5,6,0,1239399,93323165,-2234238330269452038,1361370162.300319,-16808,-1100,3384,nan,0.000000
